# sm_12x (consumer Blackwell: sm_120/sm_121) 72-B sched-class descriptors
# == the sm_10x latency family @ .rodata VMA 0x226C880 (430 classes).
# Binary-derived (ptxas 13.0.88).  sm_120 and sm_121 install this exact table
# (installer sub_ABF590 enum 0x4001, shared with sm_100/sm_103); sm_120 == sm_121
# byte-identical SASS verified empirically.  Identical bytes to latency_table_sm10x.tsv.
idx	class_id	pipeA_hex	pipeB_hex	p0_flags	p1_tput	p2	p3	p4	p5_maxstall	p6	p7_self	p8	p9	p10	p11
242	401	12ff05ffffffff09	00ffffffffff0000	0	192	39	4	19	7	3	401	4	2	3	0
243	402	12ff05ffffffff09	00ffffffffff0000	0	192	39	4	19	7	3	402	4	2	3	0
244	403	12ff05ffffffff09	10ffffffffff0000	0	192	39	4	19	7	3	403	4	2	3	0
245	407	12ff02ffffffff09	00ffffffffff0000	0	192	39	4	19	7	3	407	4	2	3	0
246	412	0eff05ffffffff09	00ffffffffff0000	0	192	39	4	19	7	3	412	4	2	3	0
247	413	0eff05ffffffff09	00ffffffffff0000	0	192	39	4	19	7	3	413	4	2	3	0
248	414	0eff05ffffffff09	10ffffffffff0000	0	192	39	4	19	7	3	414	4	2	3	0
249	415	0eff05ffffffff09	10ffffffffff0000	0	192	39	4	19	7	3	415	4	2	3	0
250	421	12ff05ffffffff09	10ffffffffff0000	0	192	39	4	19	7	3	421	4	2	3	0
251	427	12ff02ffffffff09	00ffffffffff0000	0	192	39	4	19	7	3	427	4	2	3	0
252	428	12ff02ffffffff09	10ffffffffff0000	0	192	39	4	19	7	3	428	4	2	3	0
253	429	12ff02ffffffff09	10ffffffffff0000	0	192	39	4	19	7	3	429	4	2	3	0
254	448	ff0affffffffffff	0effffffffff0000	0	192	39	4	19	7	3	448	4	2	1	0
255	451	ffffff12ffffffff	ffffffff06ff0000	0	192	39	4	19	7	3	451	4	2	1	0
256	455	151504ffffffffff	03ffffffffff0000	0	192	39	4	19	7	3	455	4	2	3	0
257	456	17ff07ffffffffff	05ffffffffff0000	268435456	64	39	4	19	7	3	456	4	2	1	0
258	460	1cffffffffffffff	12ffffffffff0000	335544320	64	39	4	19	7	3	460	4	2	1	0
259	461	17ff07ffffffffff	05ffffffffff0000	268435456	64	39	4	19	7	3	461	4	2	1	0
260	462	17ffffffffffffff	05ffffffffff0000	268435456	64	39	4	19	7	3	462	4	2	1	0
261	471	13ffffffffffffff	07ffffffffff0000	0	192	39	4	19	7	3	471	4	2	3	0
262	472	1308ffffffffffff	08ffffffffff0000	0	192	39	4	19	7	3	472	4	2	1	0
263	477	0cffffffffffffff	07ffffffffff0000	0	192	39	4	19	7	3	477	4	2	3	0
264	478	0c08ffffffffffff	08ffffffffff0000	0	192	39	4	19	7	3	478	4	2	1	0
265	482	06ffff0cffff0001	00ffffffffff0000	0	0	39	4	19	7	3	482	4	1	1	0
266	484	1616ffffffffff0a	03ffffffffff0000	0	192	39	4	19	7	3	484	4	2	3	0
267	486	0d16ffffffffff0a	03ffffffffff0000	0	192	39	4	19	7	3	486	4	2	3	0
268	487	1cff09ffffffffff	12ffffffffff0000	335544320	64	39	4	19	7	3	487	4	2	1	0
269	488	17ffffffffffffff	05ffffffffff0000	268435456	64	39	4	19	7	3	488	4	2	1	0
270	489	1cffffffffffffff	12ffffffffff0000	335544320	64	39	4	19	7	3	489	4	2	1	0
271	490	1cff09ffffffffff	12ffffffffff0000	335544320	64	39	4	19	7	3	490	4	2	1	0
272	502	ff04ffffffff0610	03ffffffffff0000	0	192	39	4	19	7	3	502	4	2	1	0
273	505	0b04ffffffff0610	03ffffffffff0000	0	192	39	4	19	7	3	505	4	2	1	0
274	506	ffffffffffffffff	01ffffffffff0000	402653184	0	39	4	19	7	3	506	4	2	1	0
275	507	ffffffffffffffff	01ffffffffff0000	268435456	64	39	4	19	7	3	507	4	2	1	0
276	508	161606ffffffffff	01ff04ffffff0000	0	192	39	4	19	7	3	508	4	2	3	0
277	509	191908ffffffffff	07ff05ffffff0000	0	192	39	4	19	7	3	509	4	2	1	0
278	510	161606ffffffffff	01ff04ffffff0000	0	192	39	4	19	7	3	510	4	2	3	0
279	511	161606ffffffffff	01ff04ffffff0000	0	192	39	4	19	7	3	511	4	2	3	0
280	512	161606ffffffffff	01ff04ffffff0000	0	192	39	4	19	7	3	512	4	2	3	0
281	513	191908ffffffffff	07ff05ffffff0000	0	192	39	4	19	7	3	513	4	2	1	0
282	514	191908ffffffffff	07ff05ffffff0000	0	192	39	4	19	7	3	514	4	2	1	0
283	515	191908ffffffffff	07ff05ffffff0000	0	192	39	4	19	7	3	515	4	2	1	0
284	516	191908ffffffffff	07ff05ffffff0000	0	192	39	4	19	7	3	516	4	2	1	0
285	517	161606ffffffffff	01ff04ffffff0000	0	192	39	4	19	7	3	517	4	2	3	0
286	518	161606ffffffffff	01ff04ffffff0000	0	192	39	4	19	7	3	518	4	2	3	0
287	519	191908ffffffffff	07ff05ffffff0000	0	192	39	4	19	7	3	519	4	2	1	0
288	520	161606ffffffffff	01ff04ffffff0000	0	192	39	4	19	7	3	520	4	2	3	0
289	521	191908ffffffffff	07ff05ffffff0000	0	192	39	4	19	7	3	521	4	2	1	0
290	522	191908ffffffffff	07ff05ffffff0000	0	192	39	4	19	7	3	522	4	2	1	0
291	523	161606ffffffffff	01ff04ffffff0000	0	192	39	4	19	7	3	523	4	2	3	0
292	524	ffffffffffffffff	07ffffffffff0000	402653184	0	39	4	19	7	3	524	4	2	1	0
293	525	ffffffffffffffff	01ffffffffff0000	269484032	64	39	4	19	7	3	525	4	2	1	0
294	526	0000030303ffffff	0000ffffffff0000	256	0	39	4	19	3	2	526	0	1	1	0
295	530	0000030303ffffff	0000ffffffff0000	256	0	39	4	19	3	2	530	0	1	1	0
296	532	1515ffffffffffff	0000ffffffff0000	0	4	1	1	3	7	3	532	1	2	3	0
297	533	1010040404ffffff	0000ffffffff0000	1024	4	36	1	12	7	3	533	1	2	3	0
298	540	0b0b000004ff0404	0000ffffffff0000	4195328	1	5	1	6	7	3	540	1	2	3	0
299	541	0b0b000004ff0404	0000ffffffff0000	4195328	1	5	1	0	7	3	541	1	2	3	0
300	542	0b0b000004ff0404	0000ffffffff0000	268436480	4	33	2	6	7	3	542	1	2	3	0
301	543	0b0b000004ff0404	0000ffffffff0000	268436480	4	33	2	0	7	3	543	1	2	3	0
302	544	ffffffffffffffff	0000ffffffff0000	8	0	39	4	19	7	3	544	0	2	2	0
303	547	15150404ffffffff	0000ffffffff0000	0	4	1	1	3	7	3	547	1	2	3	0
304	548	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	548	1	2	3	0
305	549	0000030303ff0000	0000ffffffff0000	256	0	39	4	19	3	2	549	0	1	1	0
306	550	1515ffffffff0404	0000ffffffff0000	0	4	1	1	3	7	3	550	1	2	3	0
307	551	0000030303ff0000	00000101ffff0000	256	0	39	4	19	3	2	551	0	1	1	0
308	552	ffffffffffff0f0f	0000ffffffff0000	8	0	39	4	19	7	3	552	0	2	2	0
309	553	1010040404ffffff	0000ffffffff0000	1024	4	36	1	12	7	3	553	1	2	3	0
310	554	ffffffffffffffff	0000ffffffff0000	0	0	33	2	0	7	3	554	1	2	2	0
311	555	0000030303ffffff	0000ffffffff0000	256	0	39	4	19	3	2	555	0	1	1	0
312	556	0000030303ff0000	00000101ffff0000	256	0	39	4	19	3	2	556	0	1	1	0
313	559	ffff0404ffffffff	00000303ffff0000	16384	1024	12	1	11	7	3	559	1	2	3	0
314	560	ffff0404ffffffff	00000303ffff0000	49152	1024	12	1	11	7	3	560	1	2	3	0
315	569	15150404ffff0404	0000ffffffff0000	0	4	1	1	3	7	3	569	1	2	3	0
316	570	1515ffffffffffff	0000ffffffff0000	268435456	4	4	1	0	7	3	570	1	2	1	0
317	571	0000030303ff1414	0000ffffffff0000	536871168	0	39	4	19	3	2	571	0	1	1	0
318	572	00000b0bffff1515	0000ffffffff0000	0	0	39	4	19	3	2	572	0	1	1	0
319	574	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	574	1	2	3	0
320	575	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	575	1	2	3	0
321	576	10101111ffffffff	0000ffffffff0000	0	132	20	1	0	7	3	576	1	2	3	0
322	577	0b0b0000ffff0404	0000ffffffff0000	138412032	1	5	1	0	7	3	577	1	2	3	0
323	579	0000030303ffffff	0000ffffffff0000	8388864	2	39	4	19	3	2	579	0	1	1	0
324	580	0000ffff03ffffff	0000ffffffff0000	-2147483392	0	39	4	19	3	2	580	0	1	1	0
325	581	1d1d0d0d03ffffff	0000ffffffff0000	8388864	2	39	4	19	7	3	581	0	1	1	0
326	582	ffffffffffffffff	0000ffffffff0000	67108864	0	5	1	6	7	3	582	1	2	1	0
327	583	1515ffffffffffff	0000ffffffff0000	65536	1036	33	2	2	7	3	583	1	2	3	0
328	584	ffff1111ffffffff	ffffffff00000000	65536	1164	22	1	0	7	3	584	1	2	3	0
329	585	0000ffffffffffff	0000ffffffff0000	0	0	39	4	19	3	2	585	0	1	1	0
330	586	0000030303ff0000	0000ffffffff0000	256	0	39	4	19	3	2	586	0	1	1	0
331	590	1010ffffffffffff	0000ffffffff0000	335544320	4	0	1	0	7	3	590	1	2	1	0
332	591	1010ffffffffffff	0000ffffffff0000	335544320	4	0	1	4	7	3	591	1	2	3	0
333	592	0000030303ffffff	0000ffffffff0000	256	0	39	4	19	3	2	592	0	1	1	0
334	593	0000030303ffffff	0000ffffffff0000	256	0	39	4	19	3	2	593	0	1	1	0
335	594	1515ffffffff0404	0000ffffffff0000	0	4	1	1	3	7	3	594	1	2	3	0
336	595	0000030303ffffff	0000ffffffff0000	256	0	39	4	19	3	2	595	0	1	1	0
337	596	0000030303ffffff	0000ffffffff0000	256	0	39	4	19	3	2	596	0	1	1	0
338	598	0000ffffffffffff	0000ffffffff0000	0	0	39	4	19	3	2	598	0	1	1	0
339	599	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	599	1	2	3	0
340	600	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	600	1	2	3	0
341	601	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	601	1	2	3	0
342	602	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	602	1	2	3	0
343	603	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	603	1	2	3	0
344	604	15150404ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	604	1	2	3	0
345	607	10100404ffff0404	0000ffffffff0000	0	4	23	1	14	7	3	607	1	2	3	0
346	608	10100404ffff0404	0000ffffffff0000	0	4	28	1	14	7	3	608	1	2	3	0
347	609	10100404ffff0404	0000ffffffff0000	0	4	28	1	14	7	3	609	1	2	3	0
348	610	10100404ffffffff	0000ffffffff0000	268435456	4	24	1	14	7	3	610	1	2	3	0
349	611	10100404ffffffff	0000ffffffff0000	268435456	4	24	1	14	7	3	611	1	2	3	0
350	612	10100404ffffffff	0000ffffffff0000	0	4	25	3	0	7	3	612	1	2	3	0
351	613	10100404ffffffff	0000ffffffff0000	0	4	25	3	0	7	3	613	1	2	3	0
352	614	ffff1111ffffffff	ffffffff00000000	0	196	25	3	0	7	3	614	1	2	3	0
353	615	10100404ffffffff	0000ffffffff0000	0	4	25	3	0	7	3	615	1	2	3	0
354	617	10100404ffffffff	0000ffffffff0000	0	4	25	3	0	7	3	617	1	2	3	0
355	618	ffff1111ffffffff	ffffffff00000000	134217728	132	25	3	0	7	3	618	1	2	3	0
356	619	10100404ffff0404	0000ffffffff0000	0	4	25	3	0	7	3	619	1	2	3	0
357	623	10100404ffff0404	0000ffffffff0000	0	4	28	1	14	7	3	623	1	2	3	0
358	624	10100404ffff0404	0000ffffffff0000	0	4	28	1	14	7	3	624	1	2	3	0
359	625	10100404ffff0404	0000ffffffff0000	0	4	28	1	14	7	3	625	1	2	3	0
360	626	10100404ffffffff	0000ffffffff0000	0	4	28	1	14	7	3	626	1	2	3	0
361	627	ffffffffffffffff	0000ffffffff0000	0	0	32	3	17	7	3	627	1	2	1	0
362	628	1010ffffffff0404	0000ffffffff0000	1207967744	4	32	3	17	7	3	628	1	2	1	0
363	629	ffffffffffffffff	0000ffffffff0000	1073750016	0	32	3	17	7	3	629	1	2	1	0
364	630	1010ffffffff0404	0000ffffffff0000	1207967744	4	32	3	17	7	3	630	1	2	1	0
365	631	1010ffffffff0404	0000ffffffff0000	1209016320	4	32	3	17	7	3	631	1	2	1	0
366	632	ffffffffffffffff	0000ffffffff0000	2097160	0	39	4	19	7	3	632	0	2	1	0
367	633	ffffffffffffffff	0000ffffffff0000	8388608	0	32	3	17	7	3	633	1	2	1	0
368	634	1010ffffffffffff	0000ffffffff0000	1342185472	4	32	3	17	7	3	634	1	2	1	0
369	635	10100404ffff0404	0000ffffffff0000	0	4	28	1	14	7	3	635	1	2	3	0
370	636	10100404ffffffff	0000ffffffff0000	0	4	28	1	14	7	3	636	1	2	3	0
371	637	ffff0e0effffffff	ffffffff00000000	268435456	68	29	3	15	7	3	637	1	2	3	0
372	639	ffff0e0effffffff	ffffffff00000000	268435456	68	29	3	15	7	3	639	1	2	3	0
373	640	ffff0e0effffffff	ffffffff00000000	268435456	68	29	3	15	7	3	640	1	2	3	0
374	641	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	641	0	1	1	0
375	642	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	642	0	1	1	0
376	644	ffffffffffffffff	ffffffff00000000	192	0	33	2	0	7	3	644	1	2	3	0
377	645	ffff1414ffffffff	ffffffff00000000	72	0	39	4	19	7	3	645	0	2	2	0
378	646	ffff1414ffffffff	ffffffff00000000	136	0	39	4	19	7	3	646	0	2	2	0
379	647	ffffffffffffffff	ffffffff00000000	72	0	39	4	19	7	3	647	0	2	2	0
380	648	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	648	0	1	1	0
381	663	ffff1414ffffffff	ffffffff00000000	0	0	39	4	19	7	3	663	0	1	1	0
382	670	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	670	0	1	1	0
383	683	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	683	0	1	1	0
384	684	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	684	0	1	1	0
385	685	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	685	0	1	1	0
386	688	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	688	0	1	1	0
387	690	ffff1b1b03ffffff	ffff030300000000	264	0	39	4	19	7	3	690	0	2	2	0
388	691	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	691	0	1	1	0
389	692	ffff1c1cffffffff	ffffffff00000000	8	0	39	4	19	7	3	692	0	2	2	0
390	693	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	693	0	1	1	0
391	694	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	694	0	1	1	0
392	695	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	695	0	1	1	0
393	697	ffff1c1cffffffff	ffff020200000000	8	0	39	4	19	7	3	697	0	2	2	0
394	699	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	699	0	1	1	0
395	700	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	700	0	1	1	0
396	701	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	701	0	1	1	0
397	702	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	702	0	1	1	0
398	703	ffffffffffffffff	ffff020200000000	0	0	39	4	19	7	3	703	0	1	1	0
399	704	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	704	0	1	1	0
400	707	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	707	0	1	1	0
401	709	10100e0effffffff	ffff060600000000	-2147483648	596	33	2	0	7	3	709	1	2	3	0
402	710	10100e0effffffff	ffffffff00000000	-2147483648	596	33	2	0	7	3	710	1	2	3	0
403	711	ffff0e0effffffff	ffffffff00000000	0	84	34	1	4	7	3	711	1	2	3	0
404	712	ffffffffffffffff	ffffffff00000000	0	0	34	1	0	7	3	712	1	2	3	0
405	713	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	713	0	1	1	0
406	714	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	714	0	1	1	0
407	715	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	715	0	1	1	0
408	716	ffff1414ffffffff	ffff020200000000	0	0	39	4	19	7	3	716	0	1	1	0
409	744	ffff0e0effffffff	ffffffff00000000	268435456	68	29	3	15	7	3	744	1	2	3	0
410	745	ffffffffffffffff	ffffffff00000000	268435456	4	30	1	15	7	3	745	1	2	3	0
411	747	ffff0e0effffffff	ffffffff00000000	268435456	68	29	3	15	7	3	747	1	2	3	0
412	748	ffff0e0effffffff	ffffffff00000000	268435456	68	29	3	15	7	3	748	1	2	3	0
413	749	ffff0e0effffffff	ffffffff00000000	268435456	68	29	3	15	7	3	749	1	2	3	0
414	750	ffff0e0effffffff	ffffffff00000000	268435456	68	29	3	15	7	3	750	1	2	3	0
415	755	0000030303ff0000	0000ffffffff0000	256	0	39	4	19	3	2	755	0	1	1	0
416	756	0000030303ff0000	0000ffffffff0000	256	0	39	4	19	3	2	756	0	1	1	0
417	757	0000030303ff0000	0000ffffffff0000	256	0	39	4	19	3	2	757	0	1	1	0
418	758	1f1f030303ffffff	0000ffffffff0000	256	0	39	4	19	3	2	758	0	1	1	0
419	759	0000030303ff0000	0000ffffffff0000	256	0	39	4	19	3	2	759	0	1	1	0
420	760	0000030303ff0000	0000ffffffff0000	256	0	39	4	19	3	2	760	0	1	1	0
421	761	0000030303ff0000	0000ffffffff0000	256	0	39	4	19	3	2	761	0	1	1	0
422	763	0000ffffffff0f0f	0000ffffffff0000	0	0	39	4	19	7	3	763	0	1	1	0
423	764	ffff1e1effff0f0f	00000707ffff0000	8	0	39	4	19	7	3	764	0	2	2	0
424	765	1010ffffffffffff	0000ffffffff0000	0	3072	39	4	19	7	3	765	0	2	2	0
425	766	ffffffffffffffff	0000ffffffff0000	1074855936	0	39	4	19	7	3	766	0	2	2	0
426	767	ffffffffffffffff	0000ffffffff0000	1073741824	1024	39	4	19	7	3	767	0	2	2	0
427	768	ffff0404ffffffff	0000ffffffff0000	32768	2048	39	4	19	7	3	768	0	2	2	0
428	769	0b0bffff04ff0404	0000ffffffff0000	4195328	1	5	1	6	7	3	769	1	2	3	0
429	771	ffffffffffff0404	0000ffffffff0000	4194304	1	5	1	6	7	3	771	1	2	3	0
