idx	class_id	pipeA_hex	pipeB_hex	p0_flags	p1_tput	p2	p3	p4	p5_maxstall	p6	p7_self	p8	p9	p10	p11
51	68	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	68	0	1	1	0
52	69	0303020204ffffff	0000ffffffff0000	1024	4	38	1	14	7	3	69	1	2	3	0
53	70	0303020204ffffff	0000ffffffff0000	1024	4	36	1	12	7	3	70	1	2	3	0
54	71	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	71	0	1	1	0
55	72	0707010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	72	0	1	1	0
56	74	0707010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	74	0	1	1	0
57	75	0303020204ff0101	0000ffffffff0000	1024	4	36	1	12	7	3	75	1	2	3	0
58	79	0707010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	79	0	1	1	0
59	81	0707010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	81	0	1	1	0
60	87	0303020204ff0101	0000ffffffff0000	1024	4	36	1	12	7	3	87	1	2	3	0
61	88	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	88	0	1	1	0
62	90	0707010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	90	0	1	1	0
63	92	0707010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	92	0	1	1	0
64	93	03030202ffff0101	0000ffffffff0000	0	4	11	1	14	7	3	93	1	2	3	0
65	94	0303020204ffffff	0000ffffffff0000	1024	4	38	1	14	7	3	94	1	2	3	0
66	95	0303020204ffffff	0000ffffffff0000	1024	4	36	1	12	7	3	95	1	2	3	0
67	96	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	96	0	1	1	0
68	97	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	97	0	1	1	0
69	98	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	98	0	1	1	0
70	99	0707ffffffffffff	0000ffffffff0000	0	0	39	4	19	3	2	99	0	1	1	0
71	100	0000ffffffffffff	0000ffffffff0000	0	0	39	4	19	3	2	100	0	1	1	0
72	101	0000ffffffffffff	0000ffffffff0000	0	0	39	4	19	3	2	101	0	1	1	0
73	102	0303ffffffffffff	0000ffffffff0000	0	4	33	2	0	7	3	102	1	2	3	0
74	103	0808010103ffffff	0000ffffffff0000	256	0	39	4	19	1	2	103	0	1	1	0
75	104	0a0a010103ffffff	0000ffffffff0000	256	0	39	4	19	1	2	104	0	1	1	0
76	105	0808010103ffffff	0000ffffffff0000	256	0	39	4	19	1	2	105	0	1	1	0
77	106	0808010103ff0404	0000ffffffff0000	256	0	39	4	19	1	2	106	0	1	1	0
78	107	0b0b020203ff0505	0000ffffffff0000	256	0	39	4	19	2	0	107	0	1	1	0
79	108	0808010103ff0404	0000ffffffff0000	256	0	39	4	19	1	2	108	0	1	1	0
80	111	1313010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	111	3	1	1	0
81	112	1313010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	112	3	1	1	0
82	113	1212010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	113	3	1	1	0
83	114	1313010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	114	3	1	1	0
84	115	1212010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	115	3	1	1	0
85	116	1212010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	116	3	1	1	0
86	117	1313010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	117	3	1	1	0
87	118	1313010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	118	3	1	1	0
88	119	1212010104ffffff	00000303ffff0000	1024	4	19	1	14	5	1	119	3	1	1	0
89	120	0909010103ff0404	0000ffffffff0000	256	0	39	4	19	1	2	120	0	1	1	0
90	121	0808010103ffffff	0000ffffffff0000	256	0	39	4	19	1	2	121	0	1	1	0
91	122	0808010103ffffff	0000ffffffff0000	256	0	39	4	19	1	2	122	0	1	1	0
92	123	0909010103ff0404	0000ffffffff0000	256	0	39	4	19	1	2	123	0	1	1	0
93	124	0909010103ff0404	0000ffffffff0000	256	0	39	4	19	1	2	124	0	1	1	0
94	125	0303020204ffffff	0000ffffffff0000	1024	4	38	1	14	7	3	125	1	2	3	0
95	126	0303020204ffffff	0000ffffffff0000	1024	4	36	1	12	7	3	126	1	2	3	0
96	127	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	127	0	1	1	0
97	128	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	128	0	1	1	0
98	129	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	129	0	1	1	0
99	130	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	130	0	1	1	0
100	131	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	131	0	1	1	0
101	140	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	140	0	1	1	0
102	141	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	141	0	1	1	0
103	142	ffffffffffffffff	0000ffffffff0000	2097160	0	39	4	19	7	3	142	0	2	1	0
104	143	0707010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	143	0	1	1	0
105	144	0707010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	144	0	1	1	0
106	147	0707010103ff0303	0000ffffffff0000	256	0	39	4	19	3	2	147	0	1	1	0
107	148	0707010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	148	0	1	1	0
108	149	0707010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	149	0	1	1	0
109	150	0c0c010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	150	0	1	1	0
110	151	0d0d010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	151	0	1	1	0
111	152	0e0e010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	152	0	1	1	0
112	153	0f0f010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	153	0	1	1	0
113	154	1010010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	154	0	1	1	0
114	155	1212ffffffffffff	00000303ffff0000	0	4	13	1	14	6	1	155	3	1	1	0
115	156	1313ffffffffffff	00000303ffff0000	0	4	13	1	14	6	1	156	3	1	1	0
116	157	1212ffffffffffff	00000303ffff0000	0	4	13	1	14	6	1	157	3	1	1	0
117	158	1111ffffffffffff	00000303ffff0000	0	4	13	1	14	6	1	158	3	1	1	0
118	159	1212ffffffffffff	00000303ffff0000	0	4	13	1	14	6	1	159	3	1	1	0
119	160	1313ffffffffffff	00000303ffff0000	0	4	13	1	14	6	1	160	3	1	1	0
120	161	1111ffffffffffff	00000303ffff0000	0	4	13	1	14	6	1	161	3	1	1	0
121	162	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	162	0	1	1	0
122	166	0707010103ff0303	0000ffffffff0000	256	0	39	4	19	3	2	166	0	1	1	0
123	167	0707010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	167	0	1	1	0
124	168	0707010103ff0303	0000ffffffff0000	256	0	39	4	19	3	2	168	0	1	1	0
125	169	0707010103ff0303	0000ffffffff0000	393472	0	39	4	19	3	2	169	0	1	1	0
126	170	04040202ffff0101	0000ffffffff0000	0	4	14	1	3	7	3	170	1	2	3	0
127	171	0404ffffffffffff	0000ffffffff0000	0	4	1	1	3	7	3	171	1	2	3	0
128	172	0404ffffffffffff	0000ffffffff0000	0	4	1	1	3	7	3	172	1	2	3	0
129	173	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	173	0	1	1	0
130	174	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	174	0	1	1	0
131	175	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	175	0	1	1	0
132	179	ffff0000ffff0101	00000000ffff0000	0	1	5	1	6	7	3	179	1	2	2	0
133	180	ffffffffffff0101	0000ffffffff0000	4194304	1	5	1	6	7	3	180	1	2	2	0
134	181	0101ffffffff0101	0000ffffffff0000	134217728	1	5	1	0	7	3	181	1	2	3	0
135	182	ffff0000ffff0101	0000ffffffff0000	0	1	5	1	6	7	3	182	1	2	2	0
136	183	ffffffffffff0101	0000ffffffff0000	0	0	5	1	6	7	3	183	1	2	1	0
137	184	04040202ffff0101	0000ffffffff0000	0	4	2	3	3	7	3	184	1	2	3	0
138	185	0303020204ffffff	0000ffffffff0000	1024	4	33	2	0	7	3	185	1	2	3	0
139	187	04040202ffff0101	0000ffffffff0000	0	4	2	3	3	7	3	187	1	2	3	0
140	188	ffffffffffffffff	0000ffffffff0000	0	4	16	0	3	7	3	188	1	2	3	0
141	190	04040202ffff0101	0000ffffffff0000	0	4	2	3	3	7	3	190	1	2	3	0
142	191	04040202ffffffff	0000ffffffff0000	0	4	2	3	3	7	3	191	1	2	3	0
143	192	04040202ffffffff	0000ffffffff0000	0	4	1	1	3	7	3	192	1	2	3	0
144	193	04040202ffffffff	0000ffffffff0000	0	4	1	1	3	7	3	193	1	2	3	0
145	196	04040202ffffffff	0000ffffffff0000	0	4	1	1	3	7	3	196	1	2	3	0
146	197	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	197	0	1	1	0
147	198	0505ffffffffffff	0000ffffffff0000	0	0	39	4	19	7	3	198	0	1	1	0
148	199	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	199	0	1	1	0
149	200	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	200	0	1	1	0
150	201	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	201	0	1	1	0
151	202	0303ffffffff0101	0000ffffffff0000	0	4	33	2	3	7	3	202	1	2	3	0
152	203	ffffffffffffffff	0000ffffffff0000	276828160	4	33	2	5	7	3	203	1	2	1	0
153	526	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	526	0	1	1	0
154	530	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	530	0	1	1	0
155	532	0404ffffffffffff	0000ffffffff0000	0	4	1	1	3	7	3	532	1	2	3	0
156	533	0303020204ffffff	0000ffffffff0000	1024	4	36	1	12	7	3	533	1	2	3	0
157	540	0101000004ff0101	0000ffffffff0000	1024	1	5	1	6	7	3	540	1	2	3	0
158	541	0101000004ff0101	0000ffffffff0000	1024	1	5	1	0	7	3	541	1	2	3	0
159	542	0101000004ff0101	0000ffffffff0000	268436480	4	33	2	6	7	3	542	1	2	3	0
160	543	0101000004ff0101	0000ffffffff0000	268436480	4	33	2	0	7	3	543	1	2	3	0
161	544	ffffffffffffffff	0000ffffffff0000	8	0	39	4	19	7	3	544	0	2	2	0
162	547	04040202ffffffff	0000ffffffff0000	0	4	1	1	3	7	3	547	1	2	3	0
163	548	04040202ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	548	1	2	3	0
164	549	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	549	0	1	1	0
165	550	0404ffffffff0101	0000ffffffff0000	0	4	1	1	3	7	3	550	1	2	3	0
166	551	0000010103ff0000	00000101ffff0000	256	0	39	4	19	3	2	551	0	1	1	0
167	552	ffffffffffff0202	0000ffffffff0000	8	0	39	4	19	7	3	552	0	2	2	0
168	553	0303020204ffffff	0000ffffffff0000	1024	4	36	1	12	7	3	553	1	2	3	0
169	555	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	555	0	1	1	0
170	556	0000010103ff0000	00000101ffff0000	256	0	39	4	19	3	2	556	0	1	1	0
171	561	1212010104ffffff	00000303ffff0000	1024	0	39	4	19	5	1	561	0	1	1	0
172	562	1212010104ffffff	00000303ffff0000	1024	0	39	4	19	5	1	562	0	1	1	0
173	563	1313010104ffffff	00000303ffff0000	1024	0	39	4	19	5	1	563	0	1	1	0
174	566	1212010104ffffff	00000303ffff0000	1024	0	39	4	19	5	1	566	0	1	1	0
175	567	1313010104ffffff	00000303ffff0000	1024	0	39	4	19	5	1	567	0	1	1	0
176	569	04040202ffff0101	0000ffffffff0000	0	4	1	1	3	7	3	569	1	2	3	0
177	570	0404ffffffffffff	0000ffffffff0000	268435456	4	4	1	3	7	3	570	1	2	1	0
178	571	0000010103ff0606	0000ffffffff0000	536871168	0	39	4	19	3	2	571	0	1	1	0
179	572	03030404ffff0101	0000ffffffff0000	0	132	22	1	0	7	3	572	1	2	3	0
180	573	04040202ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	573	1	2	3	0
181	576	03030404ffffffff	0000ffffffff0000	0	132	20	1	0	7	3	576	1	2	3	0
182	577	01010000ffff0101	0000ffffffff0000	134217728	1	5	1	0	7	3	577	1	2	3	0
183	578	0505030303ffffff	0000ffffffff0000	8388864	2	39	4	19	7	3	578	0	1	1	0
184	579	0000010103ffffff	0000ffffffff0000	8388864	2	39	4	19	3	2	579	0	1	1	0
185	580	0000ffff03ffffff	0000ffffffff0000	-2147483392	0	39	4	19	3	2	580	0	1	1	0
186	581	0505030303ffffff	0000ffffffff0000	8388864	2	39	4	19	7	3	581	0	1	1	0
187	582	ffffffffffffffff	0000ffffffff0000	67108864	0	5	1	6	7	3	582	1	2	1	0
188	583	0404ffffffffffff	0000ffffffff0000	0	4	33	2	1	7	3	583	1	2	3	0
189	584	ffff0404ffffffff	ffffffff00000000	0	132	22	1	0	7	3	584	1	2	3	0
190	585	0000ffffffffffff	0000ffffffff0000	0	0	39	4	19	3	2	585	0	1	1	0
191	586	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	586	0	1	1	0
192	590	0303ffffffffffff	0000ffffffff0000	335544320	4	0	1	0	7	3	590	1	2	1	0
193	591	0303ffffffffffff	0000ffffffff0000	335544320	4	0	1	0	7	3	591	1	2	3	0
194	592	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	592	0	1	1	0
195	593	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	593	0	1	1	0
196	594	0404ffffffff0101	0000ffffffff0000	0	4	1	1	3	7	3	594	1	2	3	0
197	595	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	595	0	1	1	0
198	596	0000010103ffffff	0000ffffffff0000	256	0	39	4	19	3	2	596	0	1	1	0
199	598	0000ffffffffffff	0000ffffffff0000	0	0	39	4	19	3	2	598	0	1	1	0
200	599	04040202ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	599	1	2	3	0
201	601	04040202ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	601	1	2	3	0
202	602	04040202ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	602	1	2	3	0
203	603	04040202ffffffff	0000ffffffff0000	268435456	4	1	1	3	7	3	603	1	2	3	0
204	607	03030202ffff0101	0000ffffffff0000	0	4	23	1	14	7	3	607	1	2	3	0
205	608	03030202ffff0101	0000ffffffff0000	0	4	28	1	14	7	3	608	1	2	3	0
206	609	03030202ffff0101	0000ffffffff0000	0	4	28	1	14	7	3	609	1	2	3	0
207	610	03030202ffffffff	0000ffffffff0000	268435456	4	24	1	14	7	3	610	1	2	3	0
208	611	03030202ffffffff	0000ffffffff0000	268435456	4	24	1	14	7	3	611	1	2	3	0
209	623	03030202ffff0101	0000ffffffff0000	0	4	28	1	14	7	3	623	1	2	3	0
210	624	03030202ffff0101	0000ffffffff0000	0	4	28	1	14	7	3	624	1	2	3	0
211	625	03030202ffff0101	0000ffffffff0000	0	4	28	1	14	7	3	625	1	2	3	0
212	626	03030202ffffffff	0000ffffffff0000	0	4	28	1	14	7	3	626	1	2	3	0
213	627	ffffffffffffffff	0000ffffffff0000	0	0	32	3	17	7	3	627	1	2	1	0
214	628	ffffffffffff0101	0000ffffffff0000	1209016320	4	32	3	17	7	3	628	1	2	1	0
215	629	ffffffffffffffff	0000ffffffff0000	1073750016	0	32	3	17	7	3	629	1	2	1	0
216	630	0303ffffffff0101	0000ffffffff0000	1207967744	4	32	3	17	7	3	630	1	2	1	0
217	631	0303ffffffff0101	0000ffffffff0000	1209016320	4	32	3	17	7	3	631	1	2	1	0
218	632	ffffffffffffffff	0000ffffffff0000	2097160	0	39	4	19	7	3	632	0	2	1	0
219	633	ffffffffffffffff	0000ffffffff0000	8388608	0	32	3	17	7	3	633	1	2	1	0
220	634	0303ffffffffffff	0000ffffffff0000	1342185472	4	32	3	17	7	3	634	1	2	1	0
221	635	03030202ffff0101	0000ffffffff0000	0	4	28	1	14	7	3	635	1	2	3	0
222	636	03030202ffffffff	0000ffffffff0000	0	4	28	1	14	7	3	636	1	2	3	0
223	641	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	641	0	1	1	0
224	642	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	642	0	1	1	0
225	648	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	648	0	1	1	0
226	663	ffff0505ffffffff	ffffffff00000000	0	0	39	4	19	7	3	663	0	1	1	0
227	670	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	670	0	1	1	0
228	683	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	683	0	1	1	0
229	684	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	684	0	1	1	0
230	685	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	685	0	1	1	0
231	688	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	688	0	1	1	0
232	690	ffff060603ffffff	ffff030300000000	264	0	39	4	19	7	3	690	0	2	2	0
233	691	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	691	0	1	1	0
234	693	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	693	0	1	1	0
235	694	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	694	0	1	1	0
236	695	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	695	0	1	1	0
237	697	ffff0707ffffffff	ffff020200000000	8	0	39	4	19	7	3	697	0	2	2	0
238	699	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	699	0	1	1	0
239	700	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	700	0	1	1	0
240	701	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	701	0	1	1	0
241	702	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	702	0	1	1	0
242	703	ffffffffffffffff	ffff020200000000	0	0	39	4	19	7	3	703	0	1	1	0
243	704	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	704	0	1	1	0
244	707	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	707	0	1	1	0
245	713	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	713	0	1	1	0
246	714	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	714	0	1	1	0
247	715	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	715	0	1	1	0
248	716	ffff0505ffffffff	ffff020200000000	0	0	39	4	19	7	3	716	0	1	1	0
249	755	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	755	0	1	1	0
250	756	0000010103ff0000	0000ffffffff0000	256	0	39	4	19	3	2	756	0	1	1	0
251	763	0000ffffffff0202	0000ffffffff0000	0	0	39	4	19	7	3	763	0	1	1	0
252	764	ffff0808ffff0202	00000404ffff0000	8	0	39	4	19	7	3	764	0	2	2	0
253	769	0101000004ff0101	0000ffffffff0000	1024	1	5	1	6	7	3	769	1	2	3	0
254	770	0101000004ff0101	0000ffffffff0000	1024	1	5	1	0	7	3	770	1	2	3	0
255	771	ffffffffffff0101	0000ffffffff0000	0	1	5	1	6	7	3	771	1	2	3	0
