idx	unit_id	rule_type	latency	throughput_inv	barrier_latency	barrier_throughput	read_latency	write_latency	stall_cycles	issue_slots
122	139	4	255	35	56	-1	-1	-1	39	4
123	140	0	22	2	56	2	-1	-1	39	4
124	141	0	22	2	56	2	-1	-1	39	4
125	142	0	52	21	56	1	-1	5	39	4
126	143	0	30	12	8	2	-1	-1	39	4
127	144	0	30	12	8	2	-1	-1	39	4
128	147	0	30	12	8	2	-1	-1	39	4
129	148	0	32	12	12	4	-1	-1	39	4
130	149	0	32	12	12	4	-1	-1	39	4
131	150	0	32	12	12	4	-1	-1	39	4
132	151	0	32	12	12	4	-1	-1	39	4
133	152	0	32	12	12	4	-1	-1	39	4
134	153	0	32	12	12	4	-1	-1	39	4
135	154	0	32	12	12	4	-1	-1	39	4
136	156	0	49	19	41	9	-1	-1	39	4
137	157	0	49	19	41	9	-1	-1	39	4
138	159	0	48	19	40	8	-1	-1	39	4
139	160	0	48	19	40	8	-1	-1	39	4
140	162	0	22	2	56	2	-1	-1	39	4
141	163	4	255	35	56	-1	-1	-1	39	4
142	164	4	255	35	56	-1	-1	-1	39	4
143	165	4	255	35	56	-1	-1	-1	39	4
144	166	0	30	12	8	2	-1	-1	39	4
145	167	0	32	12	12	4	-1	-1	39	4
146	168	0	30	12	8	2	-1	-1	39	4
147	169	0	32	12	12	4	-1	-1	39	4
148	170	1	34	13	56	8	27	-1	14	1
149	171	1	42	15	56	4	-1	-1	1	1
150	172	1	42	15	56	4	-1	-1	1	1
151	173	0	22	2	56	2	-1	-1	39	4
152	174	0	22	2	56	2	-1	-1	39	4
153	175	0	22	2	56	2	-1	-1	39	4
154	176	4	255	35	56	-1	-1	-1	39	4
155	177	4	255	35	56	-1	-1	-1	39	4
156	178	4	255	35	56	-1	-1	-1	39	4
157	179	1	28	5	56	4	-1	5	5	1
158	180	1	28	5	56	4	-1	5	5	1
159	181	1	29	6	56	8	-1	5	5	1
160	182	1	28	5	56	4	-1	5	5	1
161	183	1	28	5	56	4	-1	5	5	1
162	184	1	42	15	56	4	-1	-1	2	3
163	185	1	17	0	56	8	-1	-1	33	2
164	186	1	37	14	56	4	18	-1	15	3
165	187	1	42	15	56	4	-1	-1	2	3
166	188	1	42	15	56	4	-1	-1	16	0
167	189	1	42	15	56	4	-1	-1	2	3
168	190	1	42	15	56	4	-1	-1	2	3
169	191	1	42	15	56	4	-1	-1	2	3
170	192	1	42	15	56	4	-1	-1	1	1
171	193	1	42	15	56	4	-1	-1	1	1
172	194	1	68	29	56	1	-1	-1	31	1
173	195	1	68	29	56	1	-1	-1	31	1
174	196	1	42	15	56	4	-1	-1	1	1
175	197	0	22	2	56	2	-1	-1	39	4
176	198	0	46	18	56	2	-1	-1	39	4
177	199	0	22	2	56	2	-1	-1	39	4
178	200	0	22	2	56	2	-1	-1	39	4
179	201	0	22	2	56	2	-1	-1	39	4
180	202	1	17	0	56	8	-1	-1	33	2
181	203	1	43	16	56	32	-1	6	33	2
182	204	0	50	21	56	2	2	-1	39	4
183	205	0	20	2	56	14	25	-1	39	4
184	206	0	20	2	56	14	25	-1	39	4
185	207	4	255	35	56	-1	-1	-1	39	4
186	208	0	20	2	56	54	65	-1	39	4
187	209	0	20	2	56	6	13	-1	39	4
188	210	0	20	2	56	42	53	-1	39	4
189	211	4	255	35	56	-1	-1	-1	39	4
190	212	0	20	2	56	6	13	-1	39	4
191	213	0	20	2	56	10	15	-1	39	4
192	214	0	20	2	56	56	67	-1	39	4
193	215	0	20	2	56	44	55	-1	39	4
194	216	4	255	35	56	-1	-1	-1	39	4
195	217	0	20	2	56	10	15	-1	39	4
196	218	0	20	2	56	6	13	-1	39	4
197	219	0	20	2	56	56	67	-1	39	4
198	220	0	20	2	56	44	55	-1	39	4
199	221	0	20	2	56	42	53	-1	39	4
200	222	0	20	2	56	10	15	-1	39	4
201	223	0	20	2	56	54	65	-1	39	4
202	224	1	15	0	56	67	87	-1	33	2
203	225	1	38	15	56	8	24	-1	33	2
204	226	1	38	15	56	8	24	-1	33	2
205	227	1	15	0	56	67	87	-1	33	2
206	228	1	15	0	56	71	87	-1	33	2
207	229	1	41	15	56	32	30	-1	33	2
208	230	1	15	0	56	71	87	-1	33	2
209	231	1	41	15	56	32	30	-1	33	2
210	232	1	38	15	56	8	24	-1	33	2
211	233	1	41	15	56	32	30	-1	33	2
212	234	1	15	0	56	67	87	-1	33	2
213	235	1	15	0	56	71	87	-1	33	2
214	236	1	41	15	56	32	30	-1	33	2
215	237	1	15	0	56	67	87	-1	33	2
216	238	1	15	0	56	71	87	-1	33	2
217	239	1	41	15	56	32	30	-1	33	2
218	240	1	15	0	56	67	87	-1	33	2
219	241	1	15	0	56	71	87	-1	33	2
220	242	1	9	0	56	78	71	-1	33	2
221	244	1	9	0	56	86	80	-1	33	2
222	245	1	6	0	56	24	18	-1	33	2
223	248	1	25	5	56	10	7	-1	33	2
224	250	1	8	0	56	19	16	-1	33	2
225	252	1	6	0	56	18	17	-1	33	2
226	254	1	6	0	56	18	15	-1	33	2
227	256	1	5	0	56	29	49	-1	33	2
228	257	1	13	0	56	8	25	-1	33	2
229	258	1	13	0	56	8	25	-1	33	2
230	259	1	2	0	56	35	54	-1	33	2
231	262	1	7	0	56	16	33	-1	33	2
232	263	1	7	0	56	16	33	-1	33	2
233	265	1	5	0	56	29	49	-1	33	2
234	266	1	13	0	56	8	25	-1	33	2
235	267	1	13	0	56	8	25	-1	33	2
236	268	1	2	0	56	35	54	-1	33	2
237	270	1	7	0	56	16	33	-1	33	2
238	272	1	7	0	56	16	33	-1	33	2
239	274	1	0	0	56	22	27	-1	33	2
240	275	1	1	0	56	30	32	-1	33	2
241	278	1	6	0	56	16	17	-1	33	2
242	279	1	6	0	56	16	10	-1	33	2
243	281	1	6	0	56	9	6	-1	5	1
244	284	1	6	0	56	9	9	-1	5	1
245	285	1	39	15	56	4	2	-1	33	2
246	286	1	39	15	56	4	2	-1	33	2
247	287	1	39	15	56	4	2	-1	33	2
248	288	0	51	21	56	27	37	-1	39	4
249	289	4	255	35	56	-1	-1	-1	39	4
250	291	0	51	21	56	10	20	-1	39	4
251	292	4	255	35	56	-1	-1	-1	39	4
252	294	4	255	35	56	-1	-1	-1	39	4
253	295	0	22	2	56	44	49	-1	39	4
254	296	0	20	2	56	8	13	-1	39	4
255	297	4	255	35	56	-1	-1	-1	39	4
256	298	4	255	35	56	-1	-1	-1	39	4
257	299	0	20	2	56	4	9	-1	39	4
258	300	4	255	35	56	-1	-1	-1	39	4
259	301	0	50	21	56	2	6	-1	39	4
260	302	4	255	35	56	-1	-1	-1	39	4
261	304	1	1	0	56	10	18	-1	5	1
262	305	1	1	0	56	12	18	-1	5	1
263	306	4	255	35	56	-1	-1	-1	39	4
264	309	1	1	0	56	10	18	-1	5	1
265	310	1	1	0	56	12	18	-1	5	1
266	311	4	255	35	56	-1	-1	-1	39	4
267	314	4	255	35	56	-1	-1	-1	39	4
268	315	1	41	15	56	32	7	-1	33	2
269	316	1	41	15	56	64	39	-1	33	2
270	317	1	23	5	56	90	68	-1	33	2
271	318	1	15	0	56	65	58	-1	33	2
272	319	1	15	0	56	67	64	-1	33	2
273	320	1	35	14	56	6	13	-1	33	2
274	321	1	36	14	56	5	12	-1	33	2
275	322	1	24	5	56	11	18	-1	33	2
276	323	4	255	35	56	-1	-1	-1	39	4
277	324	4	255	35	56	-1	-1	-1	39	4
278	325	4	255	35	56	-1	-1	-1	39	4
279	328	1	15	0	56	33	26	-1	33	2
280	330	0	22	2	56	9	14	-1	39	4
281	331	4	255	35	56	-1	-1	-1	39	4
282	332	0	22	2	56	9	14	-1	39	4
283	333	4	255	35	56	-1	-1	-1	39	4
284	334	1	27	5	56	6	6	-1	5	1
285	335	1	38	15	56	8	24	-1	33	2
286	336	1	38	15	56	8	24	-1	33	2
287	337	1	38	15	56	8	24	-1	33	2
288	338	4	255	35	56	-1	-1	-1	39	4
289	340	0	20	2	56	4	9	-1	39	4
290	342	0	51	21	56	2	12	-1	39	4
291	343	4	255	35	56	-1	-1	-1	39	4
292	344	1	6	0	56	16	32	-1	33	2
293	346	1	6	0	56	16	32	-1	33	2
294	348	1	6	0	56	16	32	-1	33	2
295	350	1	6	0	56	16	32	-1	33	2
296	352	0	20	2	56	6	11	-1	39	4
297	353	0	20	2	56	6	11	-1	39	4
298	354	0	20	2	56	70	81	-1	39	4
299	355	0	20	2	56	6	11	-1	39	4
300	356	0	20	2	56	70	81	-1	39	4
301	357	4	255	35	56	-1	-1	-1	39	4
302	358	0	20	2	56	6	11	-1	39	4
303	359	0	20	2	56	58	69	-1	39	4
304	360	4	255	35	56	-1	-1	-1	39	4
305	361	0	20	2	56	10	19	-1	39	4
306	362	0	20	2	56	14	23	-1	39	4
307	363	0	20	2	56	54	63	-1	39	4
308	364	0	20	2	56	42	51	-1	39	4
309	365	4	255	35	56	-1	-1	-1	39	4
310	366	4	255	35	56	-1	-1	-1	39	4
311	367	0	20	2	56	10	19	-1	39	4
312	368	0	20	2	56	54	63	-1	39	4
313	369	0	20	2	56	42	53	-1	39	4
314	370	0	20	2	56	30	41	-1	39	4
315	371	0	20	2	56	6	11	-1	39	4
316	372	0	20	2	56	42	53	-1	39	4
317	373	1	4	0	56	72	77	-1	33	2
318	374	4	255	35	56	-1	-1	-1	39	4
319	375	4	255	35	56	-1	-1	-1	39	4
320	377	1	14	0	56	79	87	-1	33	2
321	379	1	14	0	56	71	74	-1	33	2
322	383	1	14	0	56	79	74	-1	33	2
323	384	1	14	0	56	71	87	-1	33	2
324	385	0	69	31	56	8	18	-1	39	4
325	386	0	69	31	56	12	22	-1	39	4
326	387	4	255	35	56	-1	-1	-1	39	4
327	388	4	255	35	56	-1	-1	-1	39	4
328	389	0	20	2	56	8	13	-1	39	4
329	390	0	20	2	56	12	19	-1	39	4
330	391	1	40	15	56	17	13	-1	33	2
331	392	1	38	15	56	8	12	-1	33	2
332	394	0	20	2	56	10	21	-1	39	4
333	395	4	255	35	56	-1	-1	-1	39	4
334	396	1	40	15	56	16	40	-1	33	2
335	398	4	255	35	56	-1	-1	-1	39	4
336	401	1	11	0	56	56	80	-1	33	2
337	402	1	10	0	56	56	80	-1	33	2
338	403	1	11	0	56	56	80	-1	33	2
339	404	4	255	35	56	-1	-1	-1	39	4
340	407	1	10	0	56	56	80	-1	33	2
341	408	4	255	35	56	-1	-1	-1	39	4
342	409	4	255	35	56	-1	-1	-1	39	4
343	410	4	255	35	56	-1	-1	-1	39	4
344	412	1	11	0	56	56	80	-1	33	2
345	413	1	10	0	56	56	80	-1	33	2
346	414	1	11	0	56	56	80	-1	33	2
347	415	1	10	0	56	84	81	-1	33	2
348	416	4	255	35	56	-1	-1	-1	39	4
349	417	4	255	35	56	-1	-1	-1	39	4
350	418	4	255	35	56	-1	-1	-1	39	4
351	421	1	10	0	56	84	81	-1	33	2
352	422	4	255	35	56	-1	-1	-1	39	4
353	423	4	255	35	56	-1	-1	-1	39	4
354	424	4	255	35	56	-1	-1	-1	39	4
355	427	1	11	0	56	56	80	-1	33	2
356	428	1	11	0	56	56	80	-1	33	2
357	429	1	10	0	56	84	81	-1	33	2
358	430	4	255	35	56	-1	-1	-1	39	4
359	435	0	20	2	56	58	69	-1	39	4
360	436	0	20	2	56	58	69	-1	39	4
361	437	0	20	2	56	70	81	-1	39	4
362	438	0	20	2	56	54	63	-1	39	4
363	439	0	20	2	56	42	51	-1	39	4
364	440	0	20	2	56	14	23	-1	39	4
365	441	0	20	2	56	42	51	-1	39	4
366	442	4	255	35	56	-1	-1	-1	39	4
367	443	4	255	35	56	-1	-1	-1	39	4
368	444	0	20	2	56	30	41	-1	39	4
369	445	0	20	2	56	6	11	-1	39	4
370	446	0	20	2	56	42	53	-1	39	4
371	447	0	20	2	56	30	41	-1	39	4
372	448	1	5	0	56	38	43	-1	33	2
373	449	1	3	0	56	19	35	-1	33	2
374	450	4	255	35	56	-1	-1	-1	39	4
375	451	1	16	0	56	30	40	-1	22	1
376	452	1	12	0	56	40	54	-1	33	2
377	453	4	255	35	56	-1	-1	-1	39	4
378	454	4	255	35	56	-1	-1	-1	39	4
379	455	1	38	15	56	8	24	-1	33	2
380	456	1	41	15	56	32	18	-1	33	2
381	457	1	21	2	56	15	20	-1	33	2
382	459	1	26	5	56	37	23	-1	33	2
383	460	1	15	0	56	67	75	-1	33	2
384	461	1	41	15	56	32	16	-1	33	2
385	462	1	41	15	56	32	18	-1	33	2
386	463	1	6	0	56	16	17	-1	33	2
387	464	4	255	35	56	-1	-1	-1	39	4
388	466	4	255	35	56	-1	-1	-1	39	4
389	467	4	255	35	56	-1	-1	-1	39	4
390	468	1	6	0	56	16	17	-1	33	2
391	469	1	1	0	56	16	33	-1	33	2
392	470	4	255	35	56	-1	-1	-1	39	4
393	474	4	255	35	56	-1	-1	-1	39	4
394	475	1	1	0	56	16	33	-1	33	2
395	476	4	255	35	56	-1	-1	-1	39	4
396	479	4	255	35	56	-1	-1	-1	39	4
397	480	4	255	35	56	-1	-1	-1	39	4
398	481	4	255	35	56	-1	-1	-1	39	4
399	482	0	20	2	56	4	17	-1	39	4
400	483	1	7	0	56	10	29	-1	33	2
401	485	1	7	0	56	10	29	-1	33	2
402	487	1	15	0	56	67	75	-1	33	2
403	488	1	41	15	56	32	16	-1	33	2
404	489	1	15	0	56	67	73	-1	33	2
405	490	1	15	0	56	67	73	-1	33	2
406	491	1	67	29	56	2	25	-1	31	1
407	492	1	67	29	56	2	10	-1	31	1
408	493	4	255	35	56	-1	-1	-1	39	4
409	495	4	255	35	56	-1	-1	-1	39	4
410	496	4	255	35	56	-1	-1	-1	39	4
411	497	4	255	35	56	-1	-1	-1	39	4
412	498	4	255	35	56	-1	-1	-1	39	4
413	499	4	255	35	56	-1	-1	-1	39	4
414	500	1	1	0	56	10	18	-1	5	1
415	501	4	255	35	56	-1	-1	-1	39	4
416	503	1	1	0	56	10	18	-1	5	1
417	504	4	255	35	56	-1	-1	-1	39	4
418	526	0	22	2	56	2	-1	-1	39	4
419	527	4	255	35	56	-1	-1	-1	39	4
420	528	4	255	35	56	-1	-1	-1	39	4
421	529	4	255	35	56	-1	-1	-1	39	4
422	530	0	22	2	56	2	-1	-1	39	4
423	531	4	255	35	56	-1	-1	-1	39	4
424	532	1	42	15	56	4	-1	-1	1	1
425	533	1	74	33	56	8	18	-1	36	1
426	534	1	73	33	7	4	14	-1	37	1
427	536	4	255	35	56	-1	-1	-1	39	4
428	539	4	255	35	56	-1	-1	-1	39	4
429	540	1	29	6	56	8	-1	5	5	1
430	541	1	29	6	56	8	-1	5	5	1
431	542	1	29	6	56	8	-1	-1	33	2
432	543	1	29	6	56	8	-1	-1	33	2
433	544	0	52	21	56	1	-1	-1	39	4
434	545	4	255	35	56	-1	-1	-1	39	4
435	546	4	255	35	56	-1	-1	-1	39	4
436	547	1	42	15	56	4	-1	-1	1	1
437	548	1	42	15	56	4	-1	-1	1	1
438	549	0	22	2	56	2	-1	-1	39	4
439	550	1	34	13	56	8	27	-1	1	1
440	551	0	22	2	56	2	-1	-1	39	4
441	552	0	52	21	56	1	-1	-1	39	4
442	553	1	74	33	56	8	15	-1	36	1
443	554	1	17	0	56	8	-1	-1	33	2
444	555	0	22	2	56	2	-1	-1	39	4
445	556	0	22	2	56	2	-1	-1	39	4
446	557	4	255	35	56	-1	-1	-1	39	4
447	558	4	255	35	56	-1	-1	-1	39	4
448	562	4	255	35	56	-1	-1	-1	39	4
449	563	4	255	35	56	-1	-1	-1	39	4
450	564	4	255	35	56	-1	-1	-1	39	4
451	565	4	255	35	56	-1	-1	-1	39	4
452	566	4	255	35	56	-1	-1	-1	39	4
453	567	4	255	35	56	-1	-1	-1	39	4
454	568	4	255	35	56	-1	-1	-1	39	4
455	569	1	42	15	56	4	-1	-1	1	1
456	570	1	42	15	56	4	-1	-1	4	1
457	571	0	22	2	56	2	-1	-1	39	4
458	572	0	22	2	56	2	-1	-1	39	4
459	574	1	42	15	56	4	-1	-1	1	1
460	575	1	42	15	56	4	-1	-1	1	1
461	576	1	18	0	43	8	25	-1	20	1
462	577	1	29	6	56	8	-1	5	5	1
463	579	0	22	2	56	2	-1	6	39	4
464	580	0	22	2	56	2	-1	-1	39	4
465	581	0	46	18	56	2	-1	6	39	4
466	582	1	28	5	56	4	-1	-1	5	1
467	583	1	44	17	56	4	-1	-1	33	2
468	584	1	17	0	56	8	-1	-1	22	1
469	585	4	255	35	56	-1	-1	-1	39	4
470	586	0	22	2	56	2	-1	-1	39	4
471	587	4	255	35	56	-1	-1	-1	39	4
472	588	4	255	35	56	-1	-1	-1	39	4
473	589	4	255	35	56	-1	-1	-1	39	4
474	590	1	17	0	56	8	-1	-1	0	1
475	591	1	17	0	56	8	-1	-1	0	1
476	592	0	22	2	56	2	-1	-1	39	4
477	593	0	22	2	56	2	-1	-1	39	4
478	594	1	42	15	56	4	-1	-1	1	1
479	595	0	22	2	56	2	-1	-1	39	4
480	596	0	22	2	56	2	-1	-1	39	4
481	599	1	42	15	56	4	-1	-1	1	1
482	600	1	42	15	56	4	-1	-1	1	1
483	601	1	42	15	56	4	-1	-1	1	1
484	602	1	42	15	56	4	-1	-1	1	1
485	603	1	42	15	56	4	-1	-1	1	1
486	604	1	42	15	56	4	-1	-1	1	1
487	605	1	68	29	56	1	-1	-1	31	1
488	606	1	68	29	56	1	-1	-1	31	1
489	607	1	63	27	56	32	-1	-1	23	1
490	608	1	63	27	56	32	-1	-1	28	1
491	609	1	63	27	56	32	-1	-1	28	1
492	610	1	63	27	56	32	-1	-1	24	1
493	611	1	63	27	56	32	-1	-1	24	1
494	612	1	54	23	45	8	-1	-1	25	3
495	613	1	56	23	47	16	-1	-1	25	3
496	614	1	55	23	46	16	-1	-1	25	3
497	615	1	54	23	45	8	-1	-1	25	3
498	616	1	55	23	46	16	-1	-1	25	3
499	617	1	54	23	45	8	-1	-1	25	3
500	618	1	54	23	45	8	-1	-1	25	3
501	619	1	55	23	46	16	40	-1	25	3
502	623	1	63	27	56	32	-1	-1	28	1
503	624	1	63	27	56	32	-1	-1	28	1
504	625	1	63	27	56	32	-1	-1	28	1
505	626	1	63	27	56	32	-1	-1	28	1
506	627	4	255	35	56	-1	-1	-1	39	4
507	628	4	255	35	56	-1	-1	-1	39	4
508	629	4	255	35	56	-1	-1	-1	39	4
509	630	4	255	35	56	-1	-1	-1	39	4
510	631	4	255	35	56	-1	-1	-1	39	4
511	632	4	255	35	56	-1	-1	-1	39	4
512	633	4	255	35	56	-1	-1	-1	39	4
513	634	4	255	35	56	-1	-1	-1	39	4
514	635	1	63	27	56	32	-1	-1	28	1
515	636	1	63	27	56	32	-1	-1	28	1
516	637	1	64	28	0	8	-1	-1	29	3
517	639	1	64	28	0	8	-1	-1	29	3
518	640	1	64	28	0	8	-1	-1	29	3
519	641	0	70	31	56	2	-1	-1	39	4
520	642	0	70	31	56	2	-1	-1	39	4
521	644	1	17	0	56	8	-1	-1	33	2
522	645	0	52	21	56	1	-1	-1	39	4
523	646	0	52	21	56	1	-1	-1	39	4
524	647	0	52	21	56	1	-1	-1	39	4
525	648	0	70	31	56	2	-1	-1	39	4
526	662	4	255	35	56	-1	-1	-1	39	4
527	663	0	70	31	56	2	-1	-1	39	4
528	664	4	255	35	56	-1	-1	-1	39	4
529	665	4	255	35	56	-1	-1	-1	39	4
530	666	4	255	35	56	-1	-1	-1	39	4
531	667	4	255	35	56	-1	-1	-1	39	4
532	668	4	255	35	56	-1	-1	-1	39	4
533	669	4	255	35	56	-1	-1	-1	39	4
534	670	0	70	31	56	2	-1	-1	39	4
535	671	4	255	35	56	-1	-1	-1	39	4
536	672	4	255	35	56	-1	-1	-1	39	4
537	673	4	255	35	56	-1	-1	-1	39	4
538	674	4	255	35	56	-1	-1	-1	39	4
539	675	4	255	35	56	-1	-1	-1	39	4
540	676	4	255	35	56	-1	-1	-1	39	4
541	677	1	71	32	56	8	-1	6	35	3
542	678	4	255	35	56	-1	-1	-1	39	4
543	679	4	255	35	56	-1	-1	-1	39	4
544	680	4	255	35	56	-1	-1	-1	39	4
545	681	4	255	35	56	-1	-1	-1	39	4
546	682	4	255	35	56	-1	-1	-1	39	4
547	683	0	70	31	56	2	-1	-1	39	4
548	684	0	70	31	56	2	-1	-1	39	4
549	685	0	70	31	56	2	-1	-1	39	4
550	686	4	255	35	56	-1	-1	-1	39	4
551	687	4	255	35	56	-1	-1	-1	39	4
552	688	0	70	31	56	2	-1	-1	39	4
553	689	4	255	35	56	-1	-1	-1	39	4
554	691	0	70	31	56	2	-1	-1	39	4
555	692	0	52	21	56	1	-1	-1	39	4
556	693	0	70	31	56	2	-1	-1	39	4
557	694	0	70	31	56	2	-1	-1	39	4
558	695	0	70	31	56	2	-1	-1	39	4
559	696	1	42	15	56	4	-1	-1	1	1
560	697	0	52	21	56	1	-1	-1	39	4
561	698	4	255	35	56	-1	-1	-1	39	4
562	699	0	70	31	56	2	-1	-1	39	4
563	700	0	70	31	56	2	-1	-1	39	4
564	701	0	70	31	56	2	-1	-1	39	4
565	702	0	70	31	56	2	-1	-1	39	4
566	703	0	70	31	56	2	-1	-1	39	4
567	704	0	70	31	56	2	-1	-1	39	4
568	705	1	42	15	56	4	-1	-1	1	1
569	707	0	70	31	56	2	-1	-1	39	4
570	708	4	255	35	56	-1	-1	-1	39	4
571	709	1	17	0	56	8	-1	-1	33	2
572	711	1	19	1	56	8	-1	-1	34	3
573	712	1	17	0	56	8	-1	-1	34	3
574	713	0	70	31	56	2	-1	-1	39	4
575	714	0	70	31	56	2	-1	-1	39	4
576	715	0	70	31	56	2	-1	-1	39	4
577	716	0	70	31	56	2	-1	-1	39	4
578	717	1	42	15	56	4	-1	-1	1	1
579	724	1	53	22	56	32	-1	-1	21	1
580	725	1	61	26	49	256	-1	-1	26	3
