index	bss_offset	name	type	description	min	max	default	stepsize	flags
565	0x25c0		OKT_DBL		0	1	0.4	0.01	0x3
566	0x25d0		OKT_INT		0	1	1	1	0x0
567	0x25e0		OKT_INT		0	1	1	1	0x0
568	0x25f0		OKT_INT		0	2147483647	""""""	0x1	0x0
569	0x2600		OKT_NONE		0	0	0	0x1	0x1
570	0x2610		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
571	0x2620		OKT_INT		0	1	1	1	0x2
572	0x2628		OKT_INT		0	0	""""""	0x1	0x0
573	0x2630		OKT_NONE		0	0	0	0x1	0x1
574	0x2640		OKT_NONE		0	0	0	0x1	0x1
575	0x2650		OKT_INT		0	2147483647	""""""	0x1	0x0
576	0x2660		OKT_INT		0	20	1	1	0x2
577	0x2670		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
578	0x2680		OKT_INT		0	20	1	1	0x3
579	0x2690		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
580	0x26a0		OKT_INT		0	1	""""""	0x1	0x0
581	0x26b0		OKT_INT		0	2147483647	""""""	0x1	0x0
582	0x26c0		OKT_INT		0	1	1	1	0x1
583	0x26d0		OKT_INT		0	2147483647	""""""	0x1	0x0
584	0x26c8		OKT_INT		0	1	1	1	0x0
585	0x26e0		OKT_INT		0	30	1	1	0x2
586	0x26f0		OKT_INT		0	30	1	1	0x2
587	0x2700		OKT_INT		0	50	1	1	0x2
588	0x2710		OKT_INT		0	20	1	1	0x2
589	0x2720		OKT_INT		0	50	1	1	0x2
590	0x2730		OKT_INT		0	10	1	1	0x3
591	0x2740		OKT_INT		0	20	1	1	0x3
592	0x2750		OKT_INT		0	20	1	1	0x3
593	0x2760		OKT_OPCODE_STR_LIST		0	0	""""""	0x1	0x0
594	0x2770		OKT_OPCODE_STR_LIST		0	0	0	0x1	0x0
595	0x2780		OKT_NONE		0	0	0	0x1	0x0
596	0x2790		OKT_INT		0	1	0	1	0x2
597	0x27a0		OKT_INT		0	1	1	1	0x3
598	0x27b0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
599	0x27c0		OKT_INT		0	1	1	1	0x2
600	0x27d0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
601	0x27e0		OKT_INT		0	1	1	0x1	0x0
602	0x27f0		OKT_BDGT		0	2147483647	""""""	0x1	0x0
603	0x2800		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
604	0x2810		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
605	0x2820		OKT_NONE		0	0	0	0x1	0x3
606	0x2825		OKT_INT		0	1	1	0x1	0x0
607	0x2830		OKT_INT		0	1	1	1	0x1
608	0x2840		OKT_INT		0	1	0	1	0x1
609	0x2850		OKT_INT		0	1	0	1	0x0
610	0x2860		OKT_INT		0	2	0	1	0x2
611	0x2870		OKT_NONE		0	0	""""""	0x1	0x0
612	0x2880		OKT_INT		0	2	""""""	0x1	0x0
613	0x2890		OKT_INT		0	1	1	1	0x2
614	0x28a0		OKT_INT		0	3	2	1	0x2
615	0x28b0		OKT_INT		0	10	3	1	0x2
616	0x28c0		OKT_INT		0	10	1	1	0x2
617	0x28d0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
618	0x28e0		OKT_NONE		0	0	0	0x1	0x1
619	0x28f0		OKT_INT		0	1	1	1	0x2
620	0x2900		OKT_INT		0	1	""""""	0x1	0x0
621	0x2910		OKT_INT		5	15	5	1	0x1
622	0x2918		OKT_INT		0	1	1	1	0x1
623	0x2920		OKT_STR		0	0	""""""	0x1	0x0
624	0x2930		OKT_INT		0	1	1	0x1	0x0
625	0x6930		OKT_INT		0	255	64	0x1	0x0
626	0x6940		OKT_DBL		0	1	0.5	0.1	0x2
627	0x2940		OKT_INT		0	1	0	1	0x3
628	0x2950		OKT_NONE		0	0	0	0x1	0x3
629	0x2960		OKT_INT		0	1	1	1	0x2
630	0x2970		OKT_INT		0	1	1	1	0x0
631	0x2980		OKT_INT		0	2147483647	""""""	0x1	0x0
632	0x2990		OKT_INT		0	1	1	1	0x3
633	0x29a0		OKT_INT		3	10	3	1	0x3
634	0x29b0		OKT_NONE		0	1	1	1	0x1
635	0x29c0		OKT_INT		0	0xff	0xac	1	0x0
636	0x29d0		OKT_INT		0	1	1	1	0x1
637	0x29e0		OKT_BDGT		0	2147483647	2147483647	1	0x4
638	0x29f0		OKT_NONE		0	0	0	0x1	0x2
639	0x2a00		OKT_INT		0	2	1	1	0x1
640	0x2a10		OKT_INT		0	10	5	0x1	0x0
641	0x2a20		OKT_NONE		0	0	0	0x1	0x3
642	0x2a30		OKT_INT		0	10	1	1	0x3
643	0x2a40		OKT_INT		0	10	0	1	0x3
644	0x2a50		OKT_INT		0	5	1	1	0x2
645	0x2a60		OKT_INT		50000	150000	50000	10000	0x3
646	0x2a70		OKT_INT		0	2	0	1	0x1
647	0x2a80		OKT_INT		0	12	8	1	0x3
648	0x2a90		OKT_NONE		0	0	""""""	0x1	0x0
649	0x2aa0		OKT_INT		0	1	1	1	0x2
650	0x2aa5		OKT_IRNG		0	2147483647	""""""	0x1	0x0
651	0x2ab0		OKT_INT		0	1	1	1	0x1
652	0x2ab4		OKT_BDGT		0	2147483647	2147483647	2147483647	0x0
653	0x2ab6		OKT_INT		0	1	1	1	0x0
654	0x2ab8		OKT_INT		0	1	0	0x1	0x0
655	0x2ac0		OKT_INT		0	2147483647	""""""	0x1	0x0
656	0x2ad0		OKT_INT		0	1	""""""	0x1	0x0
657	0x2ae0		OKT_INT		0	1	0	1	0x0
658	0x2af0		OKT_NONE		0	0	0	0x1	0x3
659	0x2b00		OKT_INT		0	1	1	1	0x2
660	0x4b00		OKT_INT		0	200	160	1	0x0
661	0x4b50		OKT_DBL		0	1	1	0.1	0x0
662	0x2b10		OKT_INT		0	10	2	1	0x3
663	0x4c00		OKT_INT		0	200	120	1	0x0
664	0x4c50		OKT_DBL		0	1	0.2	0.1	0x0
665	0x4d50		OKT_DBL		0	1	0.3	0.1	0x0
666	0x2b20		OKT_INT		0	10	4	1	0x3
667	0x2b30		OKT_INT		0	10	5	1	0x3
668	0x2b40		OKT_INT		0	10	1	1	0x3
669	0x2b42		OKT_INT		0	1	1	1	0x1
670	0x2b50		OKT_DBL		0	10	4.8	1	0x2
671	0x2b60		OKT_DBL		0	100	80.0	1	0x2
672	0x2b70		OKT_DBL		0	20	0.5	0.5	0x2
673	0x2b80		OKT_DBL		0.0	1.0	""""""	0x1	0x0
674	0x2b90		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
675	0x2ba0		OKT_DBL		0	3	0.05	0.05	0x2
676	0x2bb0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
677	0x2bc0		OKT_INT		0	1	0	1	0x3
678	0x2bd0		OKT_INT		0	2147483647	""""""	0x1	0x0
679	0x2be0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
680	0x2bf0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
681	0x2c00		OKT_INT		0	2147483647	""""""	0x1	0x0
682	0x2c10		OKT_INT		0	1	1	1	0x3
683	0x2c20		OKT_INT		0	1	1	1	0x3
684	0x2c30		OKT_INT		30	70	30	2	0x3
685	0x2c40		OKT_INT		0	2147483647	""""""	0x1	0x0
686	0x2c50		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
687	0x2c60		OKT_ILIST		0	2147483647	""""""	0x1	0x0
688	0x2c70		OKT_INT		0	2147483647	""""""	0x1	0x0
689	0x2c75		OKT_INT		0	2147483647	""""""	0x1	0x0
690	0x2c76		OKT_INT		0	2147483647	""""""	0x1	0x0
691	0x2c77		OKT_INT		0	2147483647	""""""	0x1	0x0
692	0x2c80		OKT_INT		0	2147483647	""""""	0x1	0x0
693	0x2c90		OKT_DBL		0.0	1.0	""""""	0x1	0x0
694	0x2ca0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
695	0x2cb0		OKT_INT		0	2147483647	""""""	0x1	0x0
696	0x2cc0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
697	0x2cd0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
698	0x2ce0		OKT_INT		0	2147483647	""""""	0x1	0x0
699	0x2cf0		OKT_INT		0	10	1	1	0x1
700	0x2d00		OKT_INT		0	1	""""""	0x1	0x0
701	0x2d10		OKT_BDGT		0	2147483647	""""""	0x1	0x0
702	0x2d20		OKT_DBL		0	5.00E-02	0.30e-2	2.00E-04	0x1
703	0x2d30		OKT_DBL		0.01	1	0.85	0.01	0x2
704	0x2d40		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
705	0xfcd0		OKT_DBL		0.0	1.0	0.5	0.1	0x0
706	0x2d50		OKT_INT		-4	8	1	1	0x2
707	0x2d60		OKT_INT		1	100	1	1	0x1
708	0x2d70		OKT_INT		-4	4	1	1	0x1
709	0x2d80		OKT_INT		0	1	1	1	0x3
710	0x2d90		OKT_INT		0	1	1	1	0x3
711	0x2da0		OKT_INT		0	1	1	1	0x1
712	0x2db0		OKT_NONE		0	1	1	1	0x1
713	0x2dc0		OKT_DBL		0	1	2.50e-2	0.02	0x1
714	0x2dd0		OKT_DBL		0	1	0.10e-2	0.02	0x1
715	0x2de0		OKT_INT		-2	2	1	1	0x2
716	0x2df0		OKT_DBL		0	200	20	1	0x1
717	0x2e00		OKT_DBL		0	30	10	0.2	0x2
718	0x2e10		OKT_INT		0	256	1	1	0x4
719	0x2e20		OKT_DBL		0	300	50	0.5	0x0
720	0x2e30		OKT_INT		0	500	1	1	0x2
721	0x2e40		OKT_INT		0	100	1	1	0x1
722	0x2e50		OKT_INT		0	1	1	1	0x2
723	0x2e60		OKT_DBL		0.01	1	0.7	0.01	0x1
724	0x2e70		OKT_INT		1	20	1	1	0x1
725	0x5e70		OKT_INT		0	1	1	1	0x1
726	0x2e80		OKT_NONE		0	0	""""""	0x1	0x0
727	0x2e90		OKT_DBL		0.001	0.1	0.002	0.001	0x2
728	0x2ea0		OKT_DBL		0.9	4	0.9	0.02	0x2
729	0x2eb0		OKT_INT		0	1	1	0x1	0x0
730	0x2ec0		OKT_INT		0	1	""""""	0x1	0x0
731	0x2ed0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
732	0x2ee0		OKT_INT		0	1	""""""	0x1	0x0
733	0x2ef0		OKT_INT		0	1	""""""	0x1	0x0
734	0x2f00		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
735	0x3e50		OKT_INT		0	1	0	1	0x0
736	0x3e60		OKT_INT		0	1	0	1	0x0
737	0x3e70		OKT_INT		0	1	0	1	0x0
738	0x2f05		OKT_INT		0	1	1	1	0x1
739	0x2f0a		OKT_INT		0	1	1	1	0x6
740	0x2f10		OKT_DBL		0.03	0.06	0.03	0.005	0x2
741	0x2f20		OKT_INT		0	10	1	1	0x3
742	0x2f30		OKT_INT		0	1	1	1	0x1
743	0x2f40		OKT_INT		0	20	10	1	0x2
744	0x2f50		OKT_INT		0	5	1	1	0x2
745	0x2f60		OKT_INT		0	1	1	1	0x1
746	0x2f70		OKT_BDGT		0	2147483647	2147483647	1	0x4
747	0x2f80		OKT_INT		0	10	6	1	0x2
748	0x2f90		OKT_INT		0	1	0	1	0x0
749	0x2fa0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
750	0x2fb0		OKT_STR		0	0	""""""	0x1	0x4
751	0x2fb8		OKT_INT		0	0	""""""	0x1	0x0
752	0x2fc0		OKT_INT		0	1	1	1	0x0
753	0x8fc0		OKT_INT		0	1	1	1	0x0
754	0x2fd0		OKT_INT		0	1	1	1	0x1
755	0x2fe0		OKT_INT		0	1	0	1	0x0
756	0x2ff0		OKT_INT		250	400	250	1	0x2
757	0x3000		OKT_INT		24	50	24	1	0x2
758	0x3010		OKT_DBL		0	1	0.1	0.1	0x3
759	0x3020		OKT_INT		300	400	300	1	0x2
760	0x3030		OKT_INT		0	10	1	1	0x1
761	0x3040		OKT_INT		0	10	1	1	0x1
762	0x3050		OKT_INT		0	10	1	1	0x1
763	0x3060		OKT_INT		32	255	""""""	1	0x1
764	0x3070		OKT_OPCODE_STR_LIST		0	2147483647	""""""	0x1	0x0
765	0x3080		OKT_INT		0	8	1	1	0x3
766	0x3090		OKT_INT		0	1	0	1	0x0
767	0x30a0		OKT_INT		0	1	1	1	0x3
768	0x30b0		OKT_INT		0	20	1	1	0x3
769	0x30c0		OKT_NONE		0	0	0	0x1	0x1
770	0x30d0		OKT_INT		0	10	1	1	0x2
771	0x30e0		OKT_INT		250	350	250	1	0x1
772	0x30f0		OKT_INT		5	30	5	1	0x2
773	0x3100		OKT_NONE		0	0	0	0x1	0x3
774	0x3110		OKT_INT		1	54	1	1	0x0
775	0x3120		OKT_INT		20	80	20	1	0x2
776	0x3130		OKT_INT		-1	10	1	1	0x2
777	0x3138		OKT_INT		0	2147483647	64	1	0x0
778	0x3140		OKT_INT		-1	10	1	1	0x2
779	0x3150		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
780	0x3160		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
781	0x3170		OKT_INT		4	16	8	1	0x2
782	0x3180		OKT_INT		1	4	2	1	0x2
783	0x3190		OKT_INT		2	8	4	1	0x2
784	0x31a0		OKT_INT		10	70	10	1	0x3
785	0x31b0		OKT_INT		1	4	2	1	0x2
786	0x31c0		OKT_INT		1	8	4	1	0x2
787	0x31d0		OKT_INT		1	4	2	1	0x2
788	0x31e0		OKT_INT		1	8	4	1	0x2
789	0x31f0		OKT_INT		1	128	1	1	0x3
790	0x3200		OKT_INT		2	8	4	1	0x2
791	0x3210		OKT_INT		2	16	8	1	0x2
792	0x3220		OKT_INT		2	16	8	1	0x2
793	0x3230		OKT_INT		2	12	6	1	0x2
794	0x3240		OKT_INT		2	16	8	1	0x2
795	0x3250		OKT_INT		2	20	10	1	0x2
796	0x3260		OKT_INT		2	20	10	1	0x2
797	0x3270		OKT_STR		0	0	""""""	0x1	0x0
798	0x3272		OKT_STR		0	0	""""""	0x1	0x0
799	0x3280		OKT_INT		1	4	2	1	0x2
800	0x3290		OKT_INT		6	12	10	1	0x2
801	0x32a0		OKT_NONE		0	0	0	0x1	0x3
802	0x32b0		OKT_INT		4	20	4	1	0x0
803	0x32b1		OKT_INT		40	100	40	0x1	0x0
804	0x32c0		OKT_INT		1	10	1	1	0x3
805	0x32d0		OKT_INT		1	16	1	1	0x1
806	0x32e0		OKT_INT		0	16	1	1	0x1
807	0x32f0		OKT_INT		0	1	0	1	0x1
808	0x3300		OKT_INT		250	400	250	1	0x2
809	0x3310		OKT_INT		0	2147483647	""""""	0x1	0x0
810	0x3320		OKT_INT		0	1	""""""	0x1	0x0
811	0x3330		OKT_INT		15	25	15	1	0x2
812	0x3340		OKT_INT		0	1	1	1	0x2
813	0x3350		OKT_INT		0	20	1	1	0x2
814	0x3360		OKT_INT		0	200	1	1	0x2
815	0x3370		OKT_BDGT		0	2147483647	""""""	0x1	0x0
816	0x3380		OKT_INT		0	2147483647	""""""	0x1	0x0
817	0x3390		OKT_INT		0	2147483647	""""""	0x1	0x0
818	0x33a0		OKT_INT		0	2147483647	""""""	0x1	0x0
819	0x33b0		OKT_STR		0	0	""""""	0x1	0x0
820	0x33c0		OKT_INT		0	2147483647	""""""	0x1	0x0
821	0x33d0		OKT_INT		0	2147483647	""""""	0x1	0x0
822	0x33e0		OKT_INT		0	2147483647	""""""	0x1	0x0
823	0x33f0		OKT_INT		0	1	1	1	0x2
824	0x3400		OKT_DBL		0.000001	1	0.001	0.000001	0x2
825	0x3410		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
826	0x3420		OKT_DBL		0.0	1.0	""""""	0x1	0x0
827	0x3430		OKT_INT		0	1	1	1	0x1
828	0x3440		OKT_INT		1	1000	2	1	0x2
829	0x3450		OKT_INT		1	100	1	1	0x2
830	0x3460		OKT_DBL		0.0	1.0	""""""	0x1	0x0
831	0x3470		OKT_DBL		1	10	1	0.2	0x2
832	0x3480		OKT_INT		0	2	1	1	0x2
833	0x4480		OKT_INT		0	2	1	1	0x2
834	0x3490		OKT_DBL		0.0	1.0	""""""	0x1	0x0
835	0x34a0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
836	0x34b0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
837	0x34c0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
838	0x34d0		OKT_INT		0	1	1	1	0x1
839	0x34e0		OKT_INT		0	2147483647	""""""	0x1	0x0
840	0x34f0		OKT_INT		0	1	1	0x1	0x0
841	0x3ff0		OKT_DBL		0.0	1.0	""""""	0x1	0x0
842	0x3500		OKT_INT		0	2	""""""	0x1	0x0
843	0x3510		OKT_INT		0	1	""""""	0x1	0x0
844	0x3520		OKT_BDGT		0	2147483647	""""""	0x1	0x0
845	0x3530		OKT_INT		0	2	""""""	0x1	0x0
846	0x3540		OKT_BDGT		0	2147483647	""""""	0x1	0x0
847	0x3550		OKT_INT		0	2147483647	""""""	0x1	0x0
848	0x3560		OKT_INT		0	2147483647	""""""	0x1	0x0
849	0x3570		OKT_INT		0	2147483647	""""""	0x1	0x0
850	0x3580		OKT_INT		0	2147483647	""""""	0x1	0x0
851	0x3590		OKT_INT		0	2147483647	""""""	0x1	0x0
852	0x35a0		OKT_INT		0	2147483647	""""""	0x1	0x0
853	0x35b0		OKT_NONE		0	0	0	0x1	0x3
854	0x35c0		OKT_NONE		0	0	0	0x1	0x2
855	0x35d0		OKT_NONE		0	0	""""""	0x1	0x0
856	0x35e0		OKT_INT		0	2	1	1	0x0
857	0x35f0		OKT_BDGT		0	2147483647	2147483647	1	0x4
858	0x3600		OKT_INT		0	10	1	1	0x3
859	0x3610		OKT_INT		0	10	1	1	0x3
860	0x3620		OKT_INT		0	10	1	1	0x3
861	0x3630		OKT_INT		0	1	0	1	0x3
862	0x3640		OKT_INT		3	10	3	1	0x2
863	0x3650		OKT_INT		0	2147483647	""""""	0x1	0x0
864	0x3660		OKT_INT		0	1	1	0x1	0x0
865	0x3670		OKT_INT		0	1	1	1	0x3
866	0x3680		OKT_INT		0	1	1	1	0x3
867	0x3690		OKT_INT		0	2147483647	""""""	0x1	0x0
868	0x36a0		OKT_INT		0	2147483647	""""""	0x1	0x0
869	0x36b0		OKT_INT		0	1	""""""	0x1	0x0
870	0x36c0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
871	0x36d0		OKT_INT		0	1	1	1	0x2
872	0x36e0		OKT_INT		0	1	1	0x1	0x0
873	0x36f0		OKT_BDGT		0	2147483647	""""""	0x1	0x0
874	0x3700		OKT_NONE		0	0	""""""	0x1	0x0
875	0x3710		OKT_INT		0	2147483647	""""""	0x1	0x0
876	0x3720		OKT_INT		40	80	40	1	0x2
877	0x3730		OKT_DBL		0.0	1.0	""""""	0x1	0x0
878	0x3740		OKT_DBL		0.0	1.0	""""""	0x1	0x0
879	0x3750		OKT_INT		0	2147483647	""""""	0x1	0x0
880	0x3760		OKT_DBL		0.0	1.0	""""""	0x1	0x0
881	0x3770		OKT_INT		0	2147483647	""""""	0x1	0x0
882	0x3780		OKT_STR		0	0	""""""	0x1	0x0
883	0x3790		OKT_NONE		0	0	0	0x1	0x0
884	0x37a0		OKT_INT		0	2147483647	""""""	0x1	0x0
885	0x37b0		OKT_STR		0	0	""""""	0x1	0x0
886	0x37c0		OKT_STR		0	0	""""""	0x1	0x0
887	0x37d0		OKT_NONE		0	0	""""""	0x1	0x0
888	0x37e0		OKT_INT		0	1	""""""	0x1	0x0
889	0x37f0		OKT_INT		0	1	1	0x1	0x0
890	0x3800		OKT_BDGT		0	2147483647	2147483647	1	0x3
891	0x3810		OKT_BDGT		0	2147483647	""""""	0x1	0x0
892	0x3820		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
893	0x3830		OKT_INT		0	100	1	1	0x2
894	0x3840		OKT_INT		0	1	1	1	0x3
895	0x3850		OKT_INT		0	10000	10	10	0x2
896	0x3860		OKT_INT		0	10000	10	10	0x2
897	0x3870		OKT_INT		0	1	1	1	0x1
898	0x3880		OKT_DBL		0	100	0.4	1	0x2
899	0x8880		OKT_DBL		0	1	0.5	0.1	0x2
900	0x3890		OKT_INT		0	1000	10	10	0x2
901	0x38a0		OKT_INT		0	2147483647	""""""	0x1	0x0
902	0x38b0		OKT_INT		0	1	1	1	0x1
903	0x38c0		OKT_INT		0	4	1	1	0x1
904	0x38d0		OKT_INT		0	1	1	1	0x1
905	0x38e0		OKT_INT		0	2	0	1	0x0
906	0x38f0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
907	0x3900		OKT_INT		0	1	1	1	0x1
908	0x3910		OKT_INT		0	1	1	1	0x2
909	0x3920		OKT_INT		0	2147483647	""""""	0x1	0x0
910	0x3930		OKT_NONE		0	1	1	1	0x3
911	0x3940		OKT_INT		0	1	0	1	0x3
912	0x3950		OKT_INT		0	50	1	1	0x2
913	0x3960		OKT_INT		0	1	1	1	0x2
914	0x3970		OKT_DBL		0	1	0.9	0.05	0x2
915	0x3980		OKT_INT		0	500	15	1	0x1
916	0x3990		OKT_INT		0	500	160	1	0x2
917	0x39a0		OKT_INT		0	1000	1	1	0x2
918	0x39b0		OKT_DBL		0	1	0.1	0.05	0x2
919	0x39c0		OKT_INT		0	1000	1	1	0x2
920	0x39d0		OKT_INT		0	50	1	1	0x2
921	0x39e0		OKT_INT		0	1000	10	10	0x2
922	0x39f0		OKT_INT		0	100	4	1	0x1
923	0x3a00		OKT_DBL		0	1	0.05	0.05	0x1
924	0x3e80		OKT_INT		0	5	5	1	0x0
925	0x3a10		OKT_DBL		0	1	0.7	0.05	0x2
926	0x3a20		OKT_INT		0	200	1	1	0x2
927	0x3a30		OKT_INT		-100	100	1	1	0x2
928	0x4a10		OKT_DBL		0	4	2	0.5	0x2
929	0x4a20		OKT_DBL		0	4	1	0.5	0x1
930	0x3a40		OKT_NONE		0	0	0	0x1	0x3
931	0x3a50		OKT_INT		0	1	""""""	0x1	0x0
932	0x3a60		OKT_INT		0	1	""""""	0x1	0x0
933	0x3a70		OKT_INT		0	1	1	0x1	0x0
934	0x3a80		OKT_NONE		0	0	""""""	0x1	0x0
935	0x3a90		OKT_STR		0	0	""""""	0x1	0x0
936	0x3aa0		OKT_INT		0	1	1	0x1	0x0
937	0x3ab0		OKT_INT		0	1	1	0x1	0x0
938	0x3ac0		OKT_INT		0	1	1	0x1	0x0
939	0x3ad0		OKT_IRNG		0	2147483647	""""""	0x1	0x0
940	0x3ae0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
941	0x3af0		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
942	0x3b00		OKT_INT		0	1	1	1	0x2
943	0x3b10		OKT_BDGT		0	2147483647	2147483647	1	0x4
944	0x4ac0		OKT_INT		0	1	1	0x1	0x0
945	0x3b20		OKT_BDGT		0	2147483647	""""""	0x1	0x0
946	0x3b30		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
947	0x3b40		OKT_BDGT		0	2147483647	""""""	0x1	0x0
948	0x3b50		OKT_INT		0	2147483647	""""""	0x1	0x0
949	0x3b60		OKT_INT		0	1	""""""	0x1	0x0
950	0x3b70		OKT_INT		0	1	0	1	0x1
951	0x3b80		OKT_INT		0	8	1	1	0x2
952	0x3b90		OKT_INT		0	5	1	1	0x2
953	0x3ba0		OKT_INT		0	1	""""""	0x1	0x2
954	0x3bb0		OKT_INT		0	1	""""""	0x1	0x2
955	0x3bc0		OKT_INT		0	1	""""""	0x1	0x0
956	0x3bd0		OKT_WHEN		0	0	""""""	0x1	0x0
957	0x3be0		OKT_WHEN		0	0	""""""	0x1	0x0
958	0x3bf0		OKT_INT		0	1	""""""	0x1	0x0
959	0x3c00		OKT_IRNG		0	0	""""""	0x1	0x0
960	0x3c10		OKT_IRNG		0	0	""""""	0x1	0x0
961	0x3c20		OKT_IRNG		0	0	""""""	0x1	0x0
962	0x3c30		OKT_IRNG		0	0	""""""	0x1	0x0
963	0x5000		OKT_NONE		0	0	""""""	0x1	0x0
964	0x3c50		OKT_INT		-1	20	-1	1	0x0
965	0x1478		OKT_INT		0	10	0	0x1	0x0
966	0x3b3a		OKT_INT		0	2147483647	0	0x1	0x0
967	0x3b3d		OKT_INT		0	1	0	0x1	0x0
968	0x3d00		OKT_INT		0	1	""""""	0x1	0x0
969	0x3d10		OKT_INT		0	1	1	0x1	0x0
970	0x3ca0		OKT_NONE		0	0	""""""	0x1	0x0
971	0x3cf0		OKT_INT		0	1	1	0x1	0x0
972	0x3cb0		OKT_INT		0	1	""""""	0x1	0x0
973	0x4110		OKT_INT		0	1	""""""	0x1	0x0
974	0x1310		OKT_INT		0	1	""""""	0x1	0x0
975	0x1780		OKT_INT		0	1	1	0x1	0x0
976	0x4120		OKT_BDGT		0	2147483647	2147483647	2147483647	0x4
977	0x3cc0		OKT_INT		0	2147483647	""""""	0x1	0x0
978	0x3cd0		OKT_INT		0	2147483647	""""""	0x1	0x0
979	0x3d40		OKT_INT		1	4	""""""	0x1	0x0
980	0x3d50		OKT_INT		0	1	""""""	0x1	0x0
981	0x3d60		OKT_INT		0	1	""""""	0x1	0x0
982	0x3d70		OKT_NONE		0	0	""""""	0x1	0x0
983	0x3d78		OKT_NONE		0	0	""""""	0x1	0x0
984	0x3d80		OKT_NONE		0	0	""""""	0x1	0x0
985	0x3d90		OKT_STR		0	0	""""""	0x1	0x0
986	0x3da0		OKT_INT		0	1	""""""	0x1	0x0
987	0x3db0		OKT_INT		0	1	""""""	0x1	0x0
988	0x3db8		OKT_INT		0	4	""""""	0x1	0x0
989	0x3db9		OKT_NONE		0	0	""""""	0x1	0x0
990	0x3dc0		OKT_NONE		0	0	""""""	0x1	0x0
991	0x3dd0		OKT_INT		0	1	""""""	0x1	0x0
992	0x3de0		OKT_INT		0	1	""""""	0x1	0x0
993	0x3df0		OKT_INT		0	1	""""""	0x1	0x0
994	0x3e00		OKT_INT		0	1	""""""	0x1	0x0
995	0x3e10		OKT_INT		0	1	""""""	0x1	0x0
996	0x3e18		OKT_NONE		0	0	""""""	0x1	0x0
997	0x3e20		OKT_INT		0	1	""""""	0x1	0x0
998	0x3e30		OKT_INT		0	1	""""""	0x1	0x0
999	0x3e40		OKT_INT		0	1	""""""	0x1	0x0
