va	name	rot13_stored	is_rot13	region
0x21BB3E0	PiecemealZeroPloitBestScoreDeltaThreshold	CvrprzrnyMrebCybvgOrfgFpberQrygnGuerfubyq	True	OCG knobs (ctor_005)
0x21BB420	PiecemealZeroPloitBaseInstCost	CvrprzrnyMrebCybvgOnfrVafgPbfg	True	OCG knobs (ctor_005)
0x21BB460	PiecemealZeroPloitAllowedBBBloat	CvrprzrnyMrebCybvgNyybjrqOOOybng	True	OCG knobs (ctor_005)
0x21BB490	PiecemealZeroPloitAllow	CvrprzrnyMrebCybvgNyybj	True	OCG knobs (ctor_005)
0x21BB4B8	PiecemealType	CvrprzrnyGlcr	True	OCG knobs (ctor_005)
0x21BB4D0	PiecemealStart	CvrprzrnyFgneg	True	OCG knobs (ctor_005)
0x21BB500	PiecemealProfilingPartitionAddressIgnoreHeader	CvrprzrnyCebsvyvatCnegvgvbaNqqerffVtaberUrnqre	True	OCG knobs (ctor_005)
0x21BB540	PiecemealProfilingPartitionAddress	CvrprzrnyCebsvyvatCnegvgvbaNqqerff	True	OCG knobs (ctor_005)
0x21BB570	PiecemealProfilingNumRepCopies	CvrprzrnyCebsvyvatAhzErcPbcvrf	True	OCG knobs (ctor_005)
0x21BB5A0	PiecemealProfilingNumBatchesPerAllocation	CvrprzrnyCebsvyvatAhzOngpurfCreNyybpngvba	True	OCG knobs (ctor_005)
0x21BB5E0	PiecemealProfilingBatchIdInCurAllocation	CvrprzrnyCebsvyvatOngpuVqVaPheNyybpngvba	True	OCG knobs (ctor_005)
0x21BB620	PiecemealProfiling	CvrprzrnyCebsvyvat	True	OCG knobs (ctor_005)
0x21BB640	PiecemealDumpSpace	CvrprzrnyQhzcFcnpr	True	OCG knobs (ctor_005)
0x21BB660	PiecemealBatchSize	CvrprzrnyOngpuFvmr	True	OCG knobs (ctor_005)
0x21BB680	PiecemealApplyProfile	CvrprzrnyNccylCebsvyr	True	OCG knobs (ctor_005)
0x21BB6A0	PhaseIRPre	CunfrVECer	True	OCG knobs (ctor_005)
0x21BB6B8	PhaseIRPost	CunfrVECbfg	True	OCG knobs (ctor_005)
0x21BB6D0	PhaseIRFile	CunfrVESvyr	True	OCG knobs (ctor_005)
0x21BB6E8	PhaseIR	CunfrVE	True	OCG knobs (ctor_005)
0x21BB700	PerformLoopFusionBudget	CresbezYbbcShfvbaOhqtrg	True	OCG knobs (ctor_005)
0x21BB730	PerformLoopFusion	CresbezYbbcShfvba	True	OCG knobs (ctor_005)
0x21BB750	PackedIntFloatConv	CnpxrqVagSybngPbai	True	OCG knobs (ctor_005)
0x21BB770	PackedFloatIntConvBudget	CnpxrqSybngVagPbaiOhqtrg	True	OCG knobs (ctor_005)
0x21BB7A0	PackedFloatConvVecBudget	CnpxrqSybngPbaiIrpOhqtrg	True	OCG knobs (ctor_005)
0x21BB7D0	PackedFloatConvBudget	CnpxrqSybngPbaiOhqtrg	True	OCG knobs (ctor_005)
0x21BB7F0	PaddingAlignment	CnqqvatNyvtazrag	True	OCG knobs (ctor_005)
0x21BB810	OverrideUseGroupHeuristic	BireevqrHfrTebhcUrhevfgvp	True	OCG knobs (ctor_005)
0x21BB850	OptimizeF2FP	BcgvzvmrS2SC	True	OCG knobs (ctor_005)
0x21BB870	OptimizeUniformAtomicMode	BcgvzvmrHavsbezNgbzvpZbqr	True	OCG knobs (ctor_005)
0x21BB8A0	OptimizeMatchWithVaryingAnalysis	BcgvzvmrZngpuJvguInelvatNanylfvf	True	OCG knobs (ctor_005)
0x21BB8E0	OptimizeShflWithVaryingAnalysis	BcgvzvmrFusyJvguInelvatNanylfvf	True	OCG knobs (ctor_005)
0x21BB910	OptimizeMulSqrt	BcgvzvmrZhyFdeg	True	OCG knobs (ctor_005)
0x21BB930	OptimizeMulRcp	BcgvzvmrZhyEpc	True	OCG knobs (ctor_005)
0x21BB950	OptimizeHotColdInvert	BcgvzvmrUbgPbyqVaireg	True	OCG knobs (ctor_005)
0x21BB970	OptimizeHotColdFlowBudget	BcgvzvmrUbgPbyqSybjOhqtrg	True	OCG knobs (ctor_005)
0x21BB9A0	OptimizeFloatIntFloatConv	BcgvzvmrSybngVagSybngPbai	True	OCG knobs (ctor_005)
0x21BB9D0	OptimizeCommonRegistersBudget	BcgvzvmrPbzzbaErtvfgrefOhqtrg	True	OCG knobs (ctor_005)
0x21BBA00	OptimizeCommonRegisters	BcgvzvmrPbzzbaErtvfgref	True	OCG knobs (ctor_005)
0x21BBA30	OptimizeCmpToPredBudget	BcgvzvmrPzcGbCerqOhqtrg	True	OCG knobs (ctor_005)
0x21BBA58	OptBudget	BcgOhqtrg	True	OCG knobs (ctor_005)
0x21BBA70	OpexLevelBudget	BcrkYriryOhqtrg	True	OCG knobs (ctor_005)
0x21BBA90	OpexLevel	BcrkYriry	True	OCG knobs (ctor_005)
0x21BBAB0	OkToPipelineNoUnroll	BxGbCvcryvarAbHaebyy	True	OCG knobs (ctor_005)
0x21BBAD0	OffDeckThreshold3	BssQrpxGuerfubyq3	True	OCG knobs (ctor_005)
0x21BBAF0	OffDeckThreshold2	BssQrpxGuerfubyq2	True	OCG knobs (ctor_005)
0x21BBB10	OffDeckThreshold1	BssQrpxGuerfubyq1	True	OCG knobs (ctor_005)
0x21BBB2B	O0Wait	B0Jnvg	True	OCG knobs (ctor_005)
0x21BBB40	O0Scoreboard	B0Fpberobneq	True	OCG knobs (ctor_005)
0x21BBB58	NvoptRecipe	AibcgErpvcr	True	OCG knobs (ctor_005)
0x21BBB70	NumReservedUReg	AhzErfreirqHErt	True	OCG knobs (ctor_005)
0x21BBB90	NumRefsForBindlessHoist	AhzErsfSbeOvaqyrffUbvfg	True	OCG knobs (ctor_005)
0x21BBBC0	NumOptPhasesBudget	AhzBcgCunfrfOhqtrg	True	OCG knobs (ctor_005)
0x21BBBE0	NumICacheLineToPrefetch	AhzVPnpurYvarGbCersrgpu	True	OCG knobs (ctor_005)
0x21BBC01	NoFMA	AbSZN	True	OCG knobs (ctor_005)
0x21BBC10	HoistLoopInvBudget	UbvfgYbbcVaiOhqtrg	True	OCG knobs (ctor_005)
0x21BBC30	NestedHoistOuterThreshold	ArfgrqUbvfgBhgreGuerfubyq	True	OCG knobs (ctor_005)
0x21BBC60	NestedHoistInnerThreshold	ArfgrqUbvfgVaareGuerfubyq	True	OCG knobs (ctor_005)
0x21BBCA0	MaxMidHeaderSizeRateForAggressiveHoist	ZnkZvqUrnqreFvmrEngrSbeNtterffvirUbvfg	True	OCG knobs (ctor_005)
0x21BBCD0	MultiViewTier1ForMesh	ZhygvIvrjGvre1SbeZrfu	True	OCG knobs (ctor_005)
0x21BBCF0	MultiViewMemDepAnalysisMode	ZhygvIvrjZrzQrcNanylfvfZbqr	True	OCG knobs (ctor_005)
0x21BBD20	MulAddToMadCrossBlock	ZhyNqqGbZnqPebffOybpx	True	OCG knobs (ctor_005)
0x21BBD40	MulAddToMadBudget	ZhyNqqGbZnqOhqtrg	True	OCG knobs (ctor_005)
0x21BBD60	MovWeightForSinkingHoisting	ZbiJrvtugSbeFvaxvatUbvfgvat	True	OCG knobs (ctor_005)
0x21BBD90	MovWeightForRemat	ZbiJrvtugSbeErzng	True	OCG knobs (ctor_005)
0x21BBDB0	MovWeightForConvertMemToReg	ZbiJrvtugSbePbairegZrzGbErt	True	OCG knobs (ctor_005)
0x21BBDE0	MovPhiSkipVregs	ZbiCuvFxvcIertf	True	OCG knobs (ctor_005)
0x21BBE00	MovPhiSinglePhiAfterLoop	ZbiCuvFvatyrCuvNsgreYbbc	True	OCG knobs (ctor_005)
0x21BBE30	MovPhiAllowVregs	ZbiCuvNyybjIertf	True	OCG knobs (ctor_005)
0x21BBE50	MmaUniformPredOpt	ZznHavsbezCerqBcg	True	OCG knobs (ctor_005)
0x21BBE70	MmaPredCostThreshold	ZznCerqPbfgGuerfubyq	True	OCG knobs (ctor_005)
0x21BBE90	MeshWarSmemSizePerSM	ZrfuJneFzrzFvmrCreFZ	True	OCG knobs (ctor_005)
0x21BBEB0	MeshSmemEmulationMode	ZrfuFzrzRzhyngvbaZbqr	True	OCG knobs (ctor_005)
0x21BBED0	MeshSharedISBE	ZrfuFunerqVFOR	True	OCG knobs (ctor_005)
0x21BBF00	MergeEquivalentConditionalFlowExtPred	ZretrRdhvinyragPbaqvgvbanySybjRkgCerq	True	OCG knobs (ctor_005)
0x21BBF40	MergeEquivalentConditionalFlowBudget	ZretrRdhvinyragPbaqvgvbanySybjOhqtrg	True	OCG knobs (ctor_005)
0x21BBF70	MergeDepBarDelay	ZretrQrcOneQrynl	True	OCG knobs (ctor_005)
0x21BBF90	MemCoalescingWar	ZrzPbnyrfpvatJne	True	OCG knobs (ctor_005)
0x21BBFB0	MembarFlowControl	ZrzoneSybjPbageby	True	OCG knobs (ctor_005)
0x21BBFD0	Mem2Reg	Zrz2Ert	True	OCG knobs (ctor_005)
0x21BBFF0	MbarrierInitRegMapping	ZoneevreVavgErtZnccvat	True	OCG knobs (ctor_005)
0x21BC010	MayExecuteDivergentlyBudget	ZnlRkrphgrQviretragylOhqtrg	True	OCG knobs (ctor_005)
0x21BC038	MaxUregCount	ZnkHertPbhag	True	OCG knobs (ctor_005)
0x21BC050	MaxSyncDepth	ZnkFlapQrcgu	True	OCG knobs (ctor_005)
0x21BC070	MaxSmemSpillSlots	ZnkFzrzFcvyyFybgf	True	OCG knobs (ctor_005)
0x21BC090	MaxSmemPerSM	ZnkFzrzCreFZ	True	OCG knobs (ctor_005)
0x21BC0B0	MaxShaderConstBytes	ZnkFunqrePbafgOlgrf	True	OCG knobs (ctor_005)
0x21BC0D0	MaxRRegInflation	ZnkEErtVasyngvba	True	OCG knobs (ctor_005)
0x21BC0F0	MaxRRegCount	ZnkEErtPbhag	True	OCG knobs (ctor_005)
0x21BC110	MaxRegsForMaxWarp	ZnkErtfSbeZnkJnec	True	OCG knobs (ctor_005)
0x21BC130	MaxInstsBetweenGroups	ZnkVafgfOrgjrraTebhcf	True	OCG knobs (ctor_005)
0x21BC150	MaxCumuWaitSinceEndGroup	ZnkPhzhJnvgFvaprRaqTebhc	True	OCG knobs (ctor_005)
0x21BC178	MaxCBRegCount	ZnkPOErtPbhag	True	OCG knobs (ctor_005)
0x21BC190	MaxActiveWarpsPerSM	ZnkNpgvirJnecfCreFZ	True	OCG knobs (ctor_005)
0x21BC1B0	MarkLongVecCanNotSpill	ZnexYbatIrpPnaAbgFcvyy	True	OCG knobs (ctor_005)
0x21BC1D0	MacTagNoCoalesce	ZnpGntAbPbnyrfpr	True	OCG knobs (ctor_005)
0x21BC1EA	MacTag	ZnpGnt	True	OCG knobs (ctor_005)
0x21BC200	LsuResBusySize	YfhErfOhflFvmr	True	OCG knobs (ctor_005)
0x21BC220	LsuResBusyCompensateOld	YfhErfOhflPbzcrafngrByq	True	OCG knobs (ctor_005)
0x21BC250	LsuResBusyCompensate	YfhErfOhflPbzcrafngr	True	OCG knobs (ctor_005)
0x21BC270	LowLODOptimization	YbjYBQBcgvzvmngvba	True	OCG knobs (ctor_005)
0x21BC290	LowCtaRegTarget	YbjPgnErtGnetrg	True	OCG knobs (ctor_005)
0x21BC2B0	LoopUnrollUnknownMultiBlock	YbbcHaebyyHaxabjaZhygvOybpx	True	OCG knobs (ctor_005)
0x21BC2E0	LoopUnrollSingleLoopSavedPctFactor	YbbcHaebyyFvatyrYbbcFnirqCpgSnpgbe	True	OCG knobs (ctor_005)
0x21BC310	LoopUnrollNumExtraInstBase	YbbcHaebyyAhzRkgenVafgOnfr	True	OCG knobs (ctor_005)
0x21BC340	LoopUnrollNumInstTex	YbbcHaebyyAhzVafgGrk	True	OCG knobs (ctor_005)
0x21BC360	LoopUnrollNumInstSmallLoop	YbbcHaebyyAhzVafgFznyyYbbc	True	OCG knobs (ctor_005)
0x21BC390	LoopUnrollNonInnermost	YbbcHaebyyAbaVaarezbfg	True	OCG knobs (ctor_005)
0x21BC3B0	LoopUnrollLargePartOfShaderPct	YbbcHaebyyYnetrCnegBsFunqreCpg	True	OCG knobs (ctor_005)
0x21BC3E0	LoopUnrollFoldableAddrWeight	YbbcHaebyySbyqnoyrNqqeJrvtug	True	OCG knobs (ctor_005)
0x21BC410	LoopUnrollFactor	YbbcHaebyySnpgbe	True	OCG knobs (ctor_005)
0x21BC440	LoopUnrollExtraFoldableLdcWeight	YbbcHaebyyRkgenSbyqnoyrYqpJrvtug	True	OCG knobs (ctor_005)
0x21BC470	LoopUnroll	YbbcHaebyy	True	OCG knobs (ctor_005)
0x21BC490	LoopPeelInversion	YbbcCrryVairefvba	True	OCG knobs (ctor_005)
0x21BC4B0	LoopInversionBudget	YbbcVairefvbaOhqtrg	True	OCG knobs (ctor_005)
0x21BC4D0	LoopInversion	YbbcVairefvba	True	OCG knobs (ctor_005)
0x21BC4F0	LongLatencyOverride	YbatYngraplBireevqr	True	OCG knobs (ctor_005)
0x21BC510	LongLatencyDelaySpill	YbatYngraplQrynlFcvyy	True	OCG knobs (ctor_005)
0x21BC530	LongExpansionPref	YbatRkcnafvbaCers	True	OCG knobs (ctor_005)
0x21BC550	LivenessUseHiLo	YvirarffHfrUvYb	True	OCG knobs (ctor_005)
0x21BC570	LivenessCountRegComp	YvirarffPbhagErtPbzc	True	OCG knobs (ctor_005)
0x21BC5A0	LinearReplacementRestrictImmFolding	YvarneErcynprzragErfgevpgVzzSbyqvat	True	OCG knobs (ctor_005)
0x21BC5E0	LinearReplacementExactTypeMatch	YvarneErcynprzragRknpgGlcrZngpu	True	OCG knobs (ctor_005)
0x21BC610	LinearReplacementBudget	YvarneErcynprzragOhqtrg	True	OCG knobs (ctor_005)
0x21BC638	LEASharing	YRNFunevat	True	OCG knobs (ctor_005)
0x21BC650	LeaFoldingForSmemBudget	YrnSbyqvatSbeFzrzOhqtrg	True	OCG knobs (ctor_005)
0x21BC680	LateCopyPropComplPred	YngrPbclCebcPbzcyCerq	True	OCG knobs (ctor_005)
0x21BC6A0	LateArchOptimize	YngrNepuBcgvzvmr	True	OCG knobs (ctor_005)
0x21BC6C0	LastUseBudget	YnfgHfrOhqtrg	True	OCG knobs (ctor_005)
0x21BC6E0	KeepTexTogether	XrrcGrkGbtrgure	True	OCG knobs (ctor_005)
0x21BC700	JtWait1Opt	WgJnvg1Bcg	True	OCG knobs (ctor_005)
0x21BC720	JtWait1InstMinLimit	WgJnvg1VafgZvaYvzvg	True	OCG knobs (ctor_005)
0x21BC740	JtWait1Budget	WgJnvg1Ohqtrg	True	OCG knobs (ctor_005)
0x21BC758	JtBranchOnTid0	WgOenapuBaGvq0	True	OCG knobs (ctor_005)
0x21BC770	JtConvDivLegalization	WgPbaiQviYrtnyvmngvba	True	OCG knobs (ctor_005)
0x21BC790	IntrinsicDescrFile	VagevafvpQrfpeSvyr	True	OCG knobs (ctor_005)
0x21BC7B0	IntegerSopStrRedn	VagrtreFbcFgeErqa	True	OCG knobs (ctor_005)
0x21BC7D0	InsertYields	VafregLvryqf	True	OCG knobs (ctor_005)
0x21BC7F0	InsertTrapBeforeInst	VafregGencOrsberVafg	True	OCG knobs (ctor_005)
0x21BC810	InsertErrbarBeforeExit	VafregReeoneOrsberRkvg	True	OCG knobs (ctor_005)
0x21BC830	InsertDelayUpTo	VafregQrynlHcGb	True	OCG knobs (ctor_005)
0x21BC850	InsertDelayNumCycles	VafregQrynlAhzPlpyrf	True	OCG knobs (ctor_005)
0x21BC870	InsertDelayInstRange	VafregQrynlVafgEnatr	True	OCG knobs (ctor_005)
0x21BC890	InsertDelayBeforeInst	VafregQrynlOrsberVafg	True	OCG knobs (ctor_005)
0x21BC8C0	InsertCCTLInPSITicketPollingLoop	VafregPPGYVaCFVGvpxrgCbyyvatYbbc	True	OCG knobs (ctor_005)
0x21BC8F0	InsertAssumeForConvergentBlock	VafregNffhzrSbePbairetragOybpx	True	OCG knobs (ctor_005)
0x21BC920	InsertAssumeForKnobs	VafregNffhzrSbeXabof	True	OCG knobs (ctor_005)
0x21BC940	InjectVerbose	VawrpgIreobfr	True	OCG knobs (ctor_005)
0x21BC958	InjectString	VawrpgFgevat	True	OCG knobs (ctor_005)
0x21BC970	InitializeUninitVars	VavgvnyvmrHavavgInef	True	OCG knobs (ctor_005)
0x21BC990	InitCBRegWar3354533Mode	VavgPOErtJne3354533Zbqr	True	OCG knobs (ctor_005)
0x21BC9C0	IMulWideToLeaHiLoBudget	VZhyJvqrGbYrnUvYbOhqtrg	True	OCG knobs (ctor_005)
0x21BC9F0	IMulWideToLeaHiLo	VZhyJvqrGbYrnUvYb	True	OCG knobs (ctor_005)
0x21BCA10	IgnoreIrHash	VtaberVeUnfu	True	OCG knobs (ctor_005)
0x21BCA30	IAdd3OpdBRzBudget	VNqq3BcqOEmOhqtrg	True	OCG knobs (ctor_005)
0x21BCA50	IAdd3OpdBRz	VNqq3BcqOEm	True	OCG knobs (ctor_005)
0x21BCA70	HoistTexToInstRatioLow	UbvfgGrkGbVafgEngvbYbj	True	OCG knobs (ctor_005)
0x21BCA90	HoistTexToInstRatioHigh	UbvfgGrkGbVafgEngvbUvtu	True	OCG knobs (ctor_005)
0x21BCAB8	HoistLate	UbvfgYngr	True	OCG knobs (ctor_005)
0x21BCAD0	HoistConservativeScale	UbvfgPbafreingvirFpnyr	True	OCG knobs (ctor_005)
0x21BCAF0	HoistCBOFromLoopWithColdNest	UbvfgPOBSebzYbbcJvguPbyqArfg	True	OCG knobs (ctor_005)
0x21BCB20	HoistCBORRegPressureLimitApplyRate	UbvfgPOBEErtCerffherYvzvgNccylEngr	True	OCG knobs (ctor_005)
0x21BCB50	HoistCBOMode	UbvfgPOBZbqr	True	OCG knobs (ctor_005)
0x21BCB70	HoistCBOLoadIDOMTravseLimit	UbvfgPOBYbnqVQBZGenifrYvzvg	True	OCG knobs (ctor_005)
0x21BCBA0	HoistCBOHighCostSBInstRatioThreshold	UbvfgPOBUvtuPbfgFOVafgEngvbGuerfubyq	True	OCG knobs (ctor_005)
0x21BCBD0	HoistCBOLoad	UbvfgPOBYbnq	True	OCG knobs (ctor_005)
0x21BCBE8	HoistBudget	UbvfgOhqtrg	True	OCG knobs (ctor_005)
0x21BCC00	HmmaShadowBiasCompensate	UzznFunqbjOvnfPbzcrafngr	True	OCG knobs (ctor_005)
0x21BCC28	HmmaShadowBias	UzznFunqbjOvnf	True	OCG knobs (ctor_005)
0x21BCC40	HelpWiki	UrycJvxv	True	OCG knobs (ctor_005)
0x21BCC52	Help	Uryc	True	OCG knobs (ctor_005)
0x21BCC60	GvnMinPhiPlacement	TiaZvaCuvCynprzrag	True	OCG knobs (ctor_005)
0x21BCC80	GuaranteeForwardProgress	ThnenagrrSbejneqCebterff	True	OCG knobs (ctor_005)
0x21BCCC0	GroupOpexesForResourceSchedulingThreshold	TebhcBcrkrfSbeErfbheprFpurqhyvatGuerfubyq	True	OCG knobs (ctor_005)
0x21BCD00	GmmaErrorForPanic	TzznReebeSbeCnavp	True	OCG knobs (ctor_005)
0x21BCD20	GmmaUseNewFixup	TzznHfrArjSvkhc	True	OCG knobs (ctor_005)
0x21BCD40	GmmaAutoDetectionForNvOpt	TzznNhgbQrgrpgvbaSbeAiBcg	True	OCG knobs (ctor_005)
0x21BCD80	GmmaAggressiveWgDpAutoInjection	TzznNtterffvirJtQcNhgbVawrpgvba	True	OCG knobs (ctor_005)
0x21BCDB0	GenUCodeMethods	TraHPbqrZrgubqf	True	OCG knobs (ctor_005)
0x21BCDD0	GenProfileData	TraCebsvyrQngn	True	OCG knobs (ctor_005)
0x21BCDF0	GenPeelingLoopsForSyncs	TraCrryvatYbbcfSbeFlapf	True	OCG knobs (ctor_005)
0x21BCE20	GenerateMovPhiMode	TrarengrZbiCuvZbqr	True	OCG knobs (ctor_005)
0x21BCE40	GenerateFmnmxIsA	TrarengrSzazkVfN	True	OCG knobs (ctor_005)
0x21BCE60	GeneralOptimizeMidMaxAdd3RefCnt	TrarenyBcgvzvmrZvqZnkNqq3ErsPag	True	OCG knobs (ctor_005)
0x21BCE90	GeneralOptimizeMidBudget	TrarenyBcgvzvmrZvqOhqtrg	True	OCG knobs (ctor_005)
0x21BCEC0	GeneralOptimizeMid2Budget	TrarenyBcgvzvmrZvq2Ohqtrg	True	OCG knobs (ctor_005)
0x21BCEF0	GeneralOptimizeLateBudget	TrarenyBcgvzvmrYngrOhqtrg	True	OCG knobs (ctor_005)
0x21BCF20	GeneralOptimizeLate2Budget	TrarenyBcgvzvmrYngr2Ohqtrg	True	OCG knobs (ctor_005)
0x21BCF50	GeneralOptimizeEarlyBudget	TrarenyBcgvzvmrRneylOhqtrg	True	OCG knobs (ctor_005)
0x21BCF80	GeneralOptimizeBudget	TrarenyBcgvzvmrOhqtrg	True	OCG knobs (ctor_005)
0x21BCFA0	GenConvBranchForWarpSync	TraPbaiOenapuSbeJnecFlap	True	OCG knobs (ctor_005)
0x21BCFC2	GenCFG	TraPST	True	OCG knobs (ctor_005)
0x21BCFE0	GemmPipelinerUseRegisterCalculation	TrzzCvcryvareHfrErtvfgrePnyphyngvba	True	OCG knobs (ctor_005)
0x21BD020	GemmPipelinerScoreboardHashPopbl	TrzzCvcryvareFpberobneqUnfuCbcoy	True	OCG knobs (ctor_005)
0x21BD060	GemmPipelinerPipelineDepthEnforceDeltaPartial	TrzzCvcryvareCvcryvarQrcguRasbeprQrygnCnegvny	True	OCG knobs (ctor_005)
0x21BD0A0	GemmPipelinerPipelineDepthEnforceDeltaFull	TrzzCvcryvareCvcryvarQrcguRasbeprQrygnShyy	True	OCG knobs (ctor_005)
0x21BD0E0	GemmPipelinerEnabled	TrzzCvcryvareRanoyrq	True	OCG knobs (ctor_005)
0x21BD100	GemmPipelinerDependenciesPopbl	TrzzCvcryvareQrcraqrapvrfCbcoy	True	OCG knobs (ctor_005)
0x21BD130	GemmDetectorForceNvOpt	TrzzQrgrpgbeSbeprAiBcg	True	OCG knobs (ctor_005)
0x21BD150	GemmDetectorEnabled	TrzzQrgrpgbeRanoyrq	True	OCG knobs (ctor_005)
0x21BD170	FullyCoveredL2Distance	ShyylPbirerqY2Qvfgnapr	True	OCG knobs (ctor_005)
0x21BD190	FPRefactoringDisable	SCErsnpgbevatQvfnoyr	True	OCG knobs (ctor_005)
0x21BD1B0	FPFoldDisable	SCSbyqQvfnoyr	True	OCG knobs (ctor_005)
0x21BD1C8	FP64MIOEnable	SC64ZVBRanoyr	True	OCG knobs (ctor_005)
0x21BD1E0	FP16ModeForVTGM	SC16ZbqrSbeIGTZ	True	OCG knobs (ctor_005)
0x21BD200	FP16Mode	SC16Zbqr	True	OCG knobs (ctor_005)
0x21BD220	FP16ForcePromotionPhase	SC16SbeprCebzbgvbaCunfr	True	OCG knobs (ctor_005)
0x21BD250	ForceUrIdxOverMemDesc	SbeprHeVqkBireZrzQrfp	True	OCG knobs (ctor_005)
0x21BD270	ForceTMAMovesContiguousReg	SbeprGZNZbirfPbagvthbhfErt	True	OCG knobs (ctor_005)
0x21BD298	ForcePDomCheck	SbeprCQbzPurpx	True	OCG knobs (ctor_005)
0x21BD2B0	ForceMemDescDropIfNotUniform	SbeprZrzQrfpQebcVsAbgHavsbez	True	OCG knobs (ctor_005)
0x21BD2D8	ForceLDSU	SbeprYQFH	True	OCG knobs (ctor_005)
0x21BD2F0	ForceLateCommoning	SbeprYngrPbzzbavat	True	OCG knobs (ctor_005)
0x21BD320	ForceHighLatencyConstExprThreshold	SbeprUvtuYngraplPbafgRkceGuerfubyq	True	OCG knobs (ctor_005)
0x21BD350	ForceHighLatencyConstExpr	SbeprUvtuYngraplPbafgRkce	True	OCG knobs (ctor_005)
0x21BD380	ForceFP32toFP16ConvRoundToZero	SbeprSC32gbSC16PbaiEbhaqGbMreb	True	OCG knobs (ctor_005)
0x21BD3A8	ForceDag	SbeprQnt	True	OCG knobs (ctor_005)
0x21BD3C0	ForceCanPromoteHalf	SbeprPnaCebzbgrUnys	True	OCG knobs (ctor_005)
0x21BD3E0	ForceCacheOpNaForSTG	SbeprPnpurBcAnSbeFGT	True	OCG knobs (ctor_005)
0x21BD400	FmtFlags	SzgSyntf	True	OCG knobs (ctor_005)
0x21BD420	FirstURegConvergent	SvefgHErtPbairetrag	True	OCG knobs (ctor_005)
0x21BD440	FirstRegPinningRReg	SvefgErtCvaavatEErt	True	OCG knobs (ctor_005)
0x21BD460	FirstRegPinningPReg	SvefgErtCvaavatCErt	True	OCG knobs (ctor_005)
0x21BD480	FirstLongLatencySB	SvefgYbatYngraplFO	True	OCG knobs (ctor_005)
0x21BD4A0	FirstCBRegPreserved	SvefgPOErtCerfreirq	True	OCG knobs (ctor_005)
0x21BD4C0	FenceInterference	SraprVagresrerapr	True	OCG knobs (ctor_005)
0x21BD4E0	FenceCode	SraprPbqr	True	OCG knobs (ctor_005)
0x21BD500	FastGSVREnabled	SnfgTFIERanoyrq	True	OCG knobs (ctor_005)
0x21BD520	FastGSVertexCount	SnfgTFIregrkPbhag	True	OCG knobs (ctor_005)
0x21BD540	FastGSProvokingVertex	SnfgTFCebibxvatIregrk	True	OCG knobs (ctor_005)
0x21BD560	FastGSOutputCode	SnfgTFBhgchgPbqr	True	OCG knobs (ctor_005)
0x21BD580	FastGSInputCode	SnfgTFVachgPbqr	True	OCG knobs (ctor_005)
0x21BD5A0	F32ToFromF16ConvControl	S32GbSebzS16PbaiPbageby	True	OCG knobs (ctor_005)
0x21BD5D0	ExtractUniformFromSetupShader	RkgenpgHavsbezSebzFrghcFunqre	True	OCG knobs (ctor_005)
0x21BD600	ExtractBoundConstantOperands	RkgenpgObhaqPbafgnagBcrenaqf	True	OCG knobs (ctor_005)
0x21BD630	ExtractBCOsTrackerLookAhead	RkgenpgOPBfGenpxreYbbxNurnq	True	OCG knobs (ctor_005)
0x21BD660	ExtractBCOsOptimizeSelect	RkgenpgOPBfBcgvzvmrFryrpg	True	OCG knobs (ctor_005)
0x21BD690	ExtendLinkingVector	RkgraqYvaxvatIrpgbe	True	OCG knobs (ctor_005)
0x21BD6B0	ExpandDsetpToISetp	RkcnaqQfrgcGbVFrgc	True	OCG knobs (ctor_005)
0x21BD6D0	ExpandBfeEarly	RkcnaqOsrRneyl	True	OCG knobs (ctor_005)
0x21BD6E8	EvoFilePrefix	RibSvyrCersvk	True	OCG knobs (ctor_005)
0x21BD6FF	EvoDNA	RibQAN	True	OCG knobs (ctor_005)
0x21BD710	EvoDebug	RibQroht	True	OCG knobs (ctor_005)
0x21BD730	EstProfiledOuterLoopCount	RfgCebsvyrqBhgreYbbcPbhag	True	OCG knobs (ctor_005)
0x21BD760	EstProfiledInnerLoopCount	RfgCebsvyrqVaareYbbcPbhag	True	OCG knobs (ctor_005)
0x21BD790	EpilogueLoopUnrollCount	RcvybthrYbbcHaebyyPbhag	True	OCG knobs (ctor_005)
0x21BD7C0	EndGroupBarSyncEventPredecessor	RaqTebhcOneFlapRiragCerqrprffbe	True	OCG knobs (ctor_005)
0x21BD7F0	EndGroup	RaqTebhc	True	OCG knobs (ctor_005)
0x21BD810	EncodeL1PrefetchAsLoad	RapbqrY1CersrgpuNfYbnq	True	OCG knobs (ctor_005)
0x21BD830	StackSecuritySize	FgnpxFrphevglFvmr	True	OCG knobs (ctor_005)
0x21BD850	EnableStackSecurity	RanoyrFgnpxFrphevgl	True	OCG knobs (ctor_005)
0x21BD880	EnableXBlockSchedInMultiBlockInMMALoop	RanoyrKOybpxFpurqVaZhygvOybpxVaZZNYbbc	True	OCG knobs (ctor_005)
0x21BD8C0	EnableUSYNCSExpansionMulThreadCount	RanoyrHFLAPFRkcnafvbaZhyGuernqPbhag	True	OCG knobs (ctor_005)
0x21BD8F0	EnableUSYNCSExpansionREDUX	RanoyrHFLAPFRkcnafvbaERQHK	True	OCG knobs (ctor_005)
