va	name	rot13_stored	is_rot13	region
0x21B8D10	SchedMultiRefDeltaLive	FpurqZhygvErsQrygnYvir	True	OCG knobs (ctor_005)
0x21B8D30	SchedModelSharedPhysicalPipe	FpurqZbqryFunerqCulfvpnyCvcr	True	OCG knobs (ctor_005)
0x21B8D60	SchedModelIdentityMove	FpurqZbqryVqragvglZbir	True	OCG knobs (ctor_005)
0x21B8D80	SchedMemNoAlias	FpurqZrzAbNyvnf	True	OCG knobs (ctor_005)
0x21B8DA0	SchedMaxRTarget	FpurqZnkEGnetrg	True	OCG knobs (ctor_005)
0x21B8DC0	SchedMaxRLiveOKslackColdBlocks	FpurqZnkEYvirBXfynpxPbyqOybpxf	True	OCG knobs (ctor_005)
0x21B8DF0	SchedMaxRLiveOKslack	FpurqZnkEYvirBXfynpx	True	OCG knobs (ctor_005)
0x21B8E10	SchedMaxRLiveCarefulSlack	FpurqZnkEYvirPnershyFynpx	True	OCG knobs (ctor_005)
0x21B8E38	SchedMaxMemDep	FpurqZnkZrzQrc	True	OCG knobs (ctor_005)
0x21B8E50	SchedLocalRefRatio	FpurqYbpnyErsEngvb	True	OCG knobs (ctor_005)
0x21B8E70	SchedLDSLatency	FpurqYQFYngrapl	True	OCG knobs (ctor_005)
0x21B8E90	SchedLDGBatchDelayBias	FpurqYQTOngpuQrynlOvnf	True	OCG knobs (ctor_005)
0x21B8EC0	SchedLastHybridInBBWithIssueRate	FpurqYnfgUloevqVaOOJvguVffhrEngr	True	OCG knobs (ctor_005)
0x21B8F00	SchedHmmaImmaBmmaCoupledAmperePlus	FpurqUzznVzznOzznPbhcyrqNzcrerCyhf	True	OCG knobs (ctor_005)
0x21B8F40	SchedAddDepFromGlobalMembarToCB	FpurqNqqQrcSebzTybonyZrzoneGbPO	True	OCG knobs (ctor_005)
0x21B8F70	SchedFP16CoupledMaxellPascal	FpurqSC16PbhcyrqZnkryyCnfpny	True	OCG knobs (ctor_005)
0x21B8FA0	SchedForceReverseOrder	FpurqSbeprErirefrBeqre	True	OCG knobs (ctor_005)
0x21B8FC0	SchedEstimatedLoopIterations	FpurqRfgvzngrqYbbcVgrengvbaf	True	OCG knobs (ctor_005)
0x21B8FF0	SchedDynBatchBudget	FpurqQlaOngpuOhqtrg	True	OCG knobs (ctor_005)
0x21B9010	SchedDisableAll	FpurqQvfnoyrNyy	True	OCG knobs (ctor_005)
0x21B9030	SchedCrossBlockTexToSpeculate	FpurqPebffOybpxGrkGbFcrphyngr	True	OCG knobs (ctor_005)
0x21B9060	SchedCrossBlockSpeculateBudget	FpurqPebffOybpxFcrphyngrOhqtrg	True	OCG knobs (ctor_005)
0x21B9090	SchedCrossBlockSpeculate	FpurqPebffOybpxFcrphyngr	True	OCG knobs (ctor_005)
0x21B90C0	SchedCrossBlockLimit	FpurqPebffOybpxYvzvg	True	OCG knobs (ctor_005)
0x21B90E0	SchedCrossBlockInstsToSpeculate	FpurqPebffOybpxVafgfGbFcrphyngr	True	OCG knobs (ctor_005)
0x21B9110	SchedCrossBlock	FpurqPebffOybpx	True	OCG knobs (ctor_005)
0x21B9130	SchedCountLoadsPerTex	FpurqPbhagYbnqfCreGrk	True	OCG knobs (ctor_005)
0x21B9150	SchedBumpScaleAugmentFactor	FpurqOhzcFpnyrNhtzragSnpgbe	True	OCG knobs (ctor_005)
0x21B9178	SbXBlockLLSB	FoKOybpxYYFO	True	OCG knobs (ctor_005)
0x21B9190	SbXBlock	FoKOybpx	True	OCG knobs (ctor_005)
0x21B91B0	SanitizeDisableLocal	FnavgvmrQvfnoyrYbpny	True	OCG knobs (ctor_005)
0x21B91D0	SanitizeDisableShared	FnavgvmrQvfnoyrFunerq	True	OCG knobs (ctor_005)
0x21B91F0	SanitizeDisableGlobal	FnavgvmrQvfnoyrTybony	True	OCG knobs (ctor_005)
0x21B9210	ReuseBudget	ErhfrOhqtrg	True	OCG knobs (ctor_005)
0x21B9230	RequireMemDescUR	ErdhverZrzQrfpHE	True	OCG knobs (ctor_005)
0x21B9260	RequireLateExpansionForMmaGmmaMovmLdsm	ErdhverYngrRkcnafvbaSbeZznTzznZbizYqfz	True	OCG knobs (ctor_005)
0x21B9290	ReplaceUniformsWithImmBudget	ErcynprHavsbezfJvguVzzOhqtrg	True	OCG knobs (ctor_005)
0x21B92B8	RemoveCC	ErzbirPP	True	OCG knobs (ctor_005)
0x21B92D0	RemoveASTToDefaultValuesMode	ErzbirNFGGbQrsnhygInyhrfZbqr	True	OCG knobs (ctor_005)
0x21B9300	RematTexThrottleRegTgtScale	ErzngGrkGuebggyrErtGtgFpnyr	True	OCG knobs (ctor_005)
0x21B9330	RematTexInstRatioThreshold	ErzngGrkVafgEngvbGuerfubyq	True	OCG knobs (ctor_005)
0x21B9360	RematStressTest	ErzngFgerffGrfg	True	OCG knobs (ctor_005)
0x21B9380	RematSortRematChain	ErzngFbegErzngPunva	True	OCG knobs (ctor_005)
0x21B93A0	RematRegTargetTrialLimit	ErzngErtGnetrgGevnyYvzvg	True	OCG knobs (ctor_005)
0x21B93D0	RematRegTargetFactor	ErzngErtGnetrgSnpgbe	True	OCG knobs (ctor_005)
0x21B93F0	RematReadUAsLdc	ErzngErnqHNfYqp	True	OCG knobs (ctor_005)
0x21B9410	RematPlacementLookback	ErzngCynprzragYbbxonpx	True	OCG knobs (ctor_005)
0x21B9430	RematMinDistance	ErzngZvaQvfgnapr	True	OCG knobs (ctor_005)
0x21B9450	RematMemCost	ErzngZrzPbfg	True	OCG knobs (ctor_005)
0x21B9470	RematMaxRegCount	ErzngZnkErtPbhag	True	OCG knobs (ctor_005)
0x21B9490	RematLowCostPlacementLimit	ErzngYbjPbfgCynprzragYvzvg	True	OCG knobs (ctor_005)
0x21B94B8	RematLdcCost	ErzngYqpPbfg	True	OCG knobs (ctor_005)
0x21B94D0	RematInflationSlack	ErzngVasyngvbaFynpx	True	OCG knobs (ctor_005)
0x21B94F0	RematGlobalLowCostFactor	ErzngTybonyYbjPbfgSnpgbe	True	OCG knobs (ctor_005)
0x21B9520	RematGlobalCostFactor	ErzngTybonyPbfgSnpgbe	True	OCG knobs (ctor_005)
0x21B9540	RematEnablePReg	ErzngRanoyrCErt	True	OCG knobs (ctor_005)
0x21B9560	RematEnable	ErzngRanoyr	True	OCG knobs (ctor_005)
0x21B9580	RematEarlyEnable	ErzngRneylRanoyr	True	OCG knobs (ctor_005)
0x21B95A0	RematDisableTexThrottleRegTgt	ErzngQvfnoyrGrkGuebggyrErtGtg	True	OCG knobs (ctor_005)
0x21B95D0	RematCostRegLimit	ErzngPbfgErtYvzvg	True	OCG knobs (ctor_005)
0x21B95F0	RematCostInstLimit	ErzngPbfgVafgYvzvg	True	OCG knobs (ctor_005)
0x21B9610	RematConservativeRegSlack	ErzngPbafreingvirErtFynpx	True	OCG knobs (ctor_005)
0x21B9640	RematColdBlockRatio	ErzngPbyqOybpxEngvb	True	OCG knobs (ctor_005)
0x21B9660	RematBudget	ErzngOhqtrg	True	OCG knobs (ctor_005)
0x21B9680	RematBackOffRegTargetFactor	ErzngOnpxBssErtGnetrgSnpgbe	True	OCG knobs (ctor_005)
0x21B96B0	RematAbsCostFactor	ErzngNofPbfgSnpgbe	True	OCG knobs (ctor_005)
0x21B96E0	RemapRegistersInMergedBlocksBudget	ErzncErtvfgrefVaZretrqOybpxfOhqtrg	True	OCG knobs (ctor_005)
0x21B9710	RelaxConvBlockDef	ErynkPbaiOybpxQrs	True	OCG knobs (ctor_005)
0x21B9730	RegUsageLevel	ErtHfntrYriry	True	OCG knobs (ctor_005)
0x21B9750	RegTgtSelWithSMemSpillHeur	ErtGtgFryJvguFZrzFcvyyUrhe	True	OCG knobs (ctor_005)
0x21B9780	RegTgtSelLowLiveRangeHeurValue	ErtGtgFryYbjYvirEnatrUrheInyhr	True	OCG knobs (ctor_005)
0x21B97B0	RegTgtSelLowerWarpCntHeurValue	ErtGtgFryYbjreJnecPagUrheInyhr	True	OCG knobs (ctor_005)
0x21B97E0	RegTgtSelLowerWarpCntHeur	ErtGtgFryYbjreJnecPagUrhe	True	OCG knobs (ctor_005)
0x21B9820	RegTgtSelHighLiveRangeHeurValue	ErtGtgFryUvtuYvirEnatrUrheInyhr	True	OCG knobs (ctor_005)
0x21B9860	RegTgtSelHigherWarpCntHeurValue	ErtGtgFryUvtureJnecPagUrheInyhr	True	OCG knobs (ctor_005)
0x21B9890	RegTgtSelHigherWarpCntHeur	ErtGtgFryUvtureJnecPagUrhe	True	OCG knobs (ctor_005)
0x21B98C0	RegTgtLowerLimitDECOMPRESSSlack	ErtGtgYbjreYvzvgQRPBZCERFFFynpx	True	OCG knobs (ctor_005)
0x21B98F0	RegTgtLowerLimitSPARSIFYSlack	ErtGtgYbjreYvzvgFCNEFVSLFynpx	True	OCG knobs (ctor_005)
0x21B9920	RegTgtLowerLimitTCGENSlack	ErtGtgYbjreYvzvgGPTRAFynpx	True	OCG knobs (ctor_005)
0x21B9950	RegTgtLowerLimitMMASlack	ErtGtgYbjreYvzvgZZNFynpx	True	OCG knobs (ctor_005)
0x21B9978	RegTargetList	ErtGnetrgYvfg	True	OCG knobs (ctor_005)
0x21B9990	RegAttrReuseVectorBudget	ErtNggeErhfrIrpgbeOhqtrg	True	OCG knobs (ctor_005)
0x21B99C0	RegAllocUserSmemBytesPerCTA	ErtNyybpHfreFzrzOlgrfCrePGN	True	OCG knobs (ctor_005)
0x21B9A00	RegAllocThresholdForDiscardConflicts	ErtNyybpGuerfubyqSbeQvfpneqPbasyvpgf	True	OCG knobs (ctor_005)
0x21B9A30	RegAllocSpillXBlock2	ErtNyybpFcvyyKOybpx2	True	OCG knobs (ctor_005)
0x21B9A50	RegAllocSpillXBlock	ErtNyybpFcvyyKOybpx	True	OCG knobs (ctor_005)
0x21B9A70	RegAllocSpillValidateDebug	ErtNyybpFcvyyInyvqngrQroht	True	OCG knobs (ctor_005)
0x21B9AA0	RegAllocSpillTexDepScale	ErtNyybpFcvyyGrkQrcFpnyr	True	OCG knobs (ctor_005)
0x21B9AD0	RegAllocSpillSmemLatencyScale	ErtNyybpFcvyyFzrzYngraplFpnyr	True	OCG knobs (ctor_005)
0x21B9B00	RegAllocSpillSmemFlatMode	ErtNyybpFcvyyFzrzSyngZbqr	True	OCG knobs (ctor_005)
0x21B9B30	RegAllocSpillReturnRegister	ErtNyybpFcvyyErgheaErtvfgre	True	OCG knobs (ctor_005)
0x21B9B60	RegAllocSpillResCostsScale	ErtNyybpFcvyyErfPbfgfFpnyr	True	OCG knobs (ctor_005)
0x21B9B90	RegAllocSpillResourceScale	ErtNyybpFcvyyErfbheprFpnyr	True	OCG knobs (ctor_005)
0x21B9BC0	RegAllocSpillOptBudget	ErtNyybpFcvyyBcgOhqtrg	True	OCG knobs (ctor_005)
0x21B9BE0	RegAllocSpillMioHeavyThreshold	ErtNyybpFcvyyZvbUrnilGuerfubyq	True	OCG knobs (ctor_005)
0x21B9C10	RegAllocSpillMemResScale	ErtNyybpFcvyyZrzErfFpnyr	True	OCG knobs (ctor_005)
0x21B9C40	RegAllocSpillLatencyScale2	ErtNyybpFcvyyYngraplFpnyr2	True	OCG knobs (ctor_005)
0x21B9C70	RegAllocSpillLatencyScale	ErtNyybpFcvyyYngraplFpnyr	True	OCG knobs (ctor_005)
0x21B9CA0	RegAllocSpillForceXBlockHoistRefill	ErtNyybpFcvyySbeprKOybpxUbvfgErsvyy	True	OCG knobs (ctor_005)
0x21B9CD0	RegAllocSpillBitRLiveThreshold	ErtNyybpFcvyyOvgEYvirGuerfubyq	True	OCG knobs (ctor_005)
0x21B9D00	RegAllocSpillBitRLivePerRegThreshold	ErtNyybpFcvyyOvgEYvirCreErtGuerfubyq	True	OCG knobs (ctor_005)
0x21B9D40	RegAllocSpillBitNonRematSpillThreshold	ErtNyybpFcvyyOvgAbaErzngFcvyyGuerfubyq	True	OCG knobs (ctor_005)
0x21B9D70	RegAllocSpillBitMediumRegScale	ErtNyybpFcvyyOvgZrqvhzErtFpnyr	True	OCG knobs (ctor_005)
0x21B9DA0	RegAllocSpillBitLowRegScale	ErtNyybpFcvyyOvgYbjErtFpnyr	True	OCG knobs (ctor_005)
0x21B9DE0	RegAllocSpillBitLowRegCountHeur	ErtNyybpFcvyyOvgYbjErtPbhagUrhe	True	OCG knobs (ctor_005)
0x21B9E20	RegAllocSpillBitInfPerRegThreshold	ErtNyybpFcvyyOvgVasCreErtGuerfubyq	True	OCG knobs (ctor_005)
0x21B9E50	RegAllocSpillBitHighRegScale	ErtNyybpFcvyyOvgUvtuErtFpnyr	True	OCG knobs (ctor_005)
0x21B9E80	RegAllocSpillBitHighRegCountHeur	ErtNyybpFcvyyOvgUvtuErtPbhagUrhe	True	OCG knobs (ctor_005)
0x21B9EB0	RegAllocSpillBit	ErtNyybpFcvyyOvg	True	OCG knobs (ctor_005)
0x21B9EE0	RegAllocSpillBarriersAcrossSuspend	ErtNyybpFcvyyOneevrefNpebffFhfcraq	True	OCG knobs (ctor_005)
0x21B9F10	RegAllocSortRegs	ErtNyybpFbegErtf	True	OCG knobs (ctor_005)
0x21B9F30	RegAllocCudaSmemSpillEnable	ErtNyybpPhqnFzrzFcvyyRanoyr	True	OCG knobs (ctor_005)
0x21B9F60	RegAllocReportMaxRegsAllowed	ErtNyybpErcbegZnkErtfNyybjrq	True	OCG knobs (ctor_005)
0x21B9FA0	RegAllocOrderRematCandHeuristic	ErtNyybpBeqreErzngPnaqUrhevfgvp	True	OCG knobs (ctor_005)
0x21B9FD0	RegAllocOptimizeABI	ErtNyybpBcgvzvmrNOV	True	OCG knobs (ctor_005)
0x21B9FF0	RegAllocRematReuseBudget	ErtNyybpErzngErhfrOhqtrg	True	OCG knobs (ctor_005)
0x21BA020	RegAllocRematEnable	ErtNyybpErzngRanoyr	True	OCG knobs (ctor_005)
0x21BA040	RegAllocRematDisableRange	ErtNyybpErzngQvfnoyrEnatr	True	OCG knobs (ctor_005)
0x21BA070	RegAllocRefineInf	ErtNyybpErsvarVas	True	OCG knobs (ctor_005)
0x21BA090	RegAllocPrintDetails	ErtNyybpCevagQrgnvyf	True	OCG knobs (ctor_005)
0x21BA0C0	RegAllocPrefMacOperandsMaxDepth	ErtNyybpCersZnpBcrenaqfZnkQrcgu	True	OCG knobs (ctor_005)
0x21BA0F0	RegAllocPrefMacOperands	ErtNyybpCersZnpBcrenaqf	True	OCG knobs (ctor_005)
0x21BA120	RegAllocPerfDiffLimit	ErtNyybpCresQvssYvzvg	True	OCG knobs (ctor_005)
0x21BA140	RegAllocPerfDiffConflictWeight	ErtNyybpCresQvssPbasyvpgJrvtug	True	OCG knobs (ctor_005)
0x21BA170	RegAllocPerfDiffBackoffEnd	ErtNyybpCresQvssOnpxbssRaq	True	OCG knobs (ctor_005)
0x21BA1A0	RegAllocPerfDiffBackoffBegin	ErtNyybpCresQvssOnpxbssOrtva	True	OCG knobs (ctor_005)
0x21BA1D0	RegAllocPerfDiffBackoff	ErtNyybpCresQvssOnpxbss	True	OCG knobs (ctor_005)
0x21BA200	RegAllocOptLevel	ErtNyybpBcgYriry	True	OCG knobs (ctor_005)
0x21BA220	RegAllocNumNonSpillTrials	ErtNyybpAhzAbaFcvyyGevnyf	True	OCG knobs (ctor_005)
0x21BA250	RegAllocNoRetargetPrefs	ErtNyybpAbErgnetrgCersf	True	OCG knobs (ctor_005)
0x21BA280	RegAllocMultiRegRematBudget	ErtNyybpZhygvErtErzngOhqtrg	True	OCG knobs (ctor_005)
0x21BA2B0	RegAllocMultiRegRemat	ErtNyybpZhygvErtErzng	True	OCG knobs (ctor_005)
0x21BA2D0	RegAllocMultiRegclassRemat	ErtNyybpZhygvErtpynffErzng	True	OCG knobs (ctor_005)
0x21BA300	RegAllocMmaCoalescing	ErtNyybpZznPbnyrfpvat	True	OCG knobs (ctor_005)
0x21BA320	RegAllocMaxRematInst	ErtNyybpZnkErzngVafg	True	OCG knobs (ctor_005)
0x21BA340	RegAllocMaxRematHeight	ErtNyybpZnkErzngUrvtug	True	OCG knobs (ctor_005)
0x21BA360	RegAllocMaxGmmaDisallowedReg	ErtNyybpZnkTzznQvfnyybjrqErt	True	OCG knobs (ctor_005)
0x21BA3A0	RegAllocMacVregAllocOrderCompileTime	ErtNyybpZnpIertNyybpBeqrePbzcvyrGvzr	True	OCG knobs (ctor_005)
0x21BA3D0	RegAllocMacVregAllocOrder	ErtNyybpZnpIertNyybpBeqre	True	OCG knobs (ctor_005)
0x21BA400	RegAllocMacForce	ErtNyybpZnpSbepr	True	OCG knobs (ctor_005)
0x21BA420	RegAllocLiveRemat	ErtNyybpYvirErzng	True	OCG knobs (ctor_005)
0x21BA440	RegAllocL1SpillScale	ErtNyybpY1FcvyyFpnyr	True	OCG knobs (ctor_005)
0x21BA460	RegAllocL1SpillRegThres	ErtNyybpY1FcvyyErtGuerf	True	OCG knobs (ctor_005)
0x21BA490	RegAllocIndexAbiScratchRegs	ErtNyybpVaqrkNovFpengpuErtf	True	OCG knobs (ctor_005)
0x21BA4C0	RegAllocEstimatedLoopIterations	ErtNyybpRfgvzngrqYbbcVgrengvbaf	True	OCG knobs (ctor_005)
0x21BA4F0	RegAllocEnableOptimizedRemat	ErtNyybpRanoyrBcgvzvmrqErzng	True	OCG knobs (ctor_005)
0x21BA520	RegAllocDepDistanceThresholdForHighConflicts	ErtNyybpQrcQvfgnaprGuerfubyqSbeUvtuPbasyvpgf	True	OCG knobs (ctor_005)
0x21BA560	RegAllocDebugConflictDetails	ErtNyybpQrohtPbasyvpgQrgnvyf	True	OCG knobs (ctor_005)
0x21BA590	RegAllocCtxSensitiveRemat	ErtNyybpPgkFrafvgvirErzng	True	OCG knobs (ctor_005)
0x21BA5C0	RegAllocCoalescing	ErtNyybpPbnyrfpvat	True	OCG knobs (ctor_005)
0x21BA5E0	RegAllocCoalesceBudget	ErtNyybpPbnyrfprOhqtrg	True	OCG knobs (ctor_005)
0x21BA600	RegAllocCacheSize	ErtNyybpPnpurFvmr	True	OCG knobs (ctor_005)
0x21BA620	RegAllocAvoidBankConflictMacWindowSize	ErtNyybpNibvqOnaxPbasyvpgZnpJvaqbjFvmr	True	OCG knobs (ctor_005)
0x21BA660	RegAllocAvoidBankConflictMacPenalty	ErtNyybpNibvqOnaxPbasyvpgZnpCranygl	True	OCG knobs (ctor_005)
0x21BA690	RegAllocAvoidBankConflictMac	ErtNyybpNibvqOnaxPbasyvpgZnp	True	OCG knobs (ctor_005)
0x21BA6C0	RedirectableSbPolicy	ErqverpgnoyrFoCbyvpl	True	OCG knobs (ctor_005)
0x21BA6E0	RedirectableSbMMA	ErqverpgnoyrFoZZN	True	OCG knobs (ctor_005)
0x21BA700	RebalancePipesHfma2Force	EronynaprCvcrfUszn2Sbepr	True	OCG knobs (ctor_005)
0x21BA730	RebalancePipesAluToFmaForce	EronynaprCvcrfNyhGbSznSbepr	True	OCG knobs (ctor_005)
0x21BA760	RebalancePipesByRegion	EronynaprCvcrfOlErtvba	True	OCG knobs (ctor_005)
0x21BA780	RebalancePipes	EronynaprCvcrf	True	OCG knobs (ctor_005)
0x21BA7A0	ReassociateLargeImmInUIADD64	ErnffbpvngrYnetrVzzVaHVNQQ64	True	OCG knobs (ctor_005)
0x21BA7D0	ReassociateCSEWindow	ErnffbpvngrPFRJvaqbj	True	OCG knobs (ctor_005)
0x21BA7F0	ReassociateCSESkip	ErnffbpvngrPFRFxvc	True	OCG knobs (ctor_005)
0x21BA810	ReassociateCSEBudget	ErnffbpvngrPFROhqtrg	True	OCG knobs (ctor_005)
0x21BA830	ReassocFp16MadBudget	ErnffbpSc16ZnqOhqtrg	True	OCG knobs (ctor_005)
0x21BA850	ReassocFp16Mad	ErnffbpSc16Znq	True	OCG knobs (ctor_005)
0x21BA870	ReassocAddBudget	ErnffbpNqqOhqtrg	True	OCG knobs (ctor_005)
0x21BA890	RangeAnalysisOptimize	EnatrNanylfvfBcgvzvmr	True	OCG knobs (ctor_005)
0x21BA8C0	RangeAnalysisAndOptimizationBudget	EnatrNanylfvfNaqBcgvzvmngvbaOhqtrg	True	OCG knobs (ctor_005)
0x21BA8F0	R2URSelectsValFromLowestLaneId	E2HEFryrpgfInySebzYbjrfgYnarVq	True	OCG knobs (ctor_005)
0x21BA920	PromoteFullyCoveredWrites	CebzbgrShyylPbirerqJevgrf	True	OCG knobs (ctor_005)
0x21BA950	PreserveSchedOrderSame	CerfreirFpurqBeqreFnzr	True	OCG knobs (ctor_005)
0x21BA970	PreserveSchedOrder	CerfreirFpurqBeqre	True	OCG knobs (ctor_005)
0x21BA990	PreserveOperandOrder	CerfreirBcrenaqBeqre	True	OCG knobs (ctor_005)
0x21BA9C0	PredVaryingCompoundBlockSizeLimit	CerqInelvatPbzcbhaqOybpxFvmrYvzvg	True	OCG knobs (ctor_005)
0x21BA9F0	PredVaryingBlockSizeLimit	CerqInelvatOybpxFvmrYvzvg	True	OCG knobs (ctor_005)
0x21BAA20	PredMovZeroLimit	CerqZbiMrebYvzvg	True	OCG knobs (ctor_005)
0x21BAA40	PredMaxBlockSizeLimit	CerqZnkOybpxFvmrYvzvg	True	OCG knobs (ctor_005)
0x21BAA60	PredLongLatencyNonDepInstMinLimit	CerqYbatYngraplAbaQrcVafgZvaYvzvg	True	OCG knobs (ctor_005)
0x21BAA90	PredLongLatencyInstScanLimit	CerqYbatYngraplVafgFpnaYvzvg	True	OCG knobs (ctor_005)
0x21BAAC0	PredLongLatencyBlockSizeMinLimit	CerqYbatYngraplOybpxFvmrZvaYvzvg	True	OCG knobs (ctor_005)
0x21BAAF0	PredLongLatencyBlockSizeLimit	CerqYbatYngraplOybpxFvmrYvzvg	True	OCG knobs (ctor_005)
0x21BAB20	PredIfNonLexicalSucc	CerqVsAbaYrkvpnyFhpp	True	OCG knobs (ctor_005)
0x21BAB40	Predict	Cerqvpg	True	OCG knobs (ctor_005)
0x21BAB58	PredForceOn	CerqSbeprBa	True	OCG knobs (ctor_005)
0x21BAB70	PredExperimental	CerqRkcrevzragny	True	OCG knobs (ctor_005)
0x21BAB90	PredIterative	CerqVgrengvir	True	OCG knobs (ctor_005)
0x21BABB0	PredCompoundBudget	CerqPbzcbhaqOhqtrg	True	OCG knobs (ctor_005)
0x21BABD0	PredCompoundBlockSizeLimit	CerqPbzcbhaqOybpxFvmrYvzvg	True	OCG knobs (ctor_005)
0x21BABF8	PredBudget	CerqOhqtrg	True	OCG knobs (ctor_005)
0x21BAC10	PredBlockSizeLimit	CerqOybpxFvmrYvzvg	True	OCG knobs (ctor_005)
0x21BAC30	PostSyncHoistBrkUse	CbfgFlapUbvfgOexHfr	True	OCG knobs (ctor_005)
0x21BAC60	PostSchedIssueDelayForNoWBStalls	CbfgFpurqVffhrQrynlSbeAbJOFgnyyf	True	OCG knobs (ctor_005)
0x21BAC90	PostSchedIssueDelay	CbfgFpurqVffhrQrynl	True	OCG knobs (ctor_005)
0x21BACB0	PostSchedForceReverseOrder	CbfgFpurqSbeprErirefrBeqre	True	OCG knobs (ctor_005)
0x21BACE0	PostSchedEarlyStall	CbfgFpurqRneylFgnyy	True	OCG knobs (ctor_005)
0x21BAD00	PostSchedBudget	CbfgFpurqOhqtrg	True	OCG knobs (ctor_005)
0x21BAD20	PostSchedAdvLatencyHiding	CbfgFpurqNqiYngraplUvqvat	True	OCG knobs (ctor_005)
0x21BAD43	PmPred	CzCerq	True	OCG knobs (ctor_005)
0x21BAD60	PipelineSpecUsesInHeadOnly	CvcryvarFcrpHfrfVaUrnqBayl	True	OCG knobs (ctor_005)
0x21BAD90	PipelineMultiOutputTex	CvcryvarZhygvBhgchgGrk	True	OCG knobs (ctor_005)
0x21BADB0	PipelineMIOVQToInstRatio	CvcryvarZVBIDGbVafgEngvb	True	OCG knobs (ctor_005)
0x21BADE0	PipelineHoistRRegPressureLimit	CvcryvarUbvfgEErtCerffherYvzvg	True	OCG knobs (ctor_005)
0x21BAE10	PipelineHoistPRegPressureLimit	CvcryvarUbvfgCErtCerffherYvzvg	True	OCG knobs (ctor_005)
0x21BAE40	PipelineHoistCondLimit	CvcryvarUbvfgPbaqYvzvg	True	OCG knobs (ctor_005)
0x21BAE60	PiecemealZeroPloitSpecializationRegionMaxSize	CvrprzrnyMrebCybvgFcrpvnyvmngvbaErtvbaZnkFvmr	True	OCG knobs (ctor_005)
0x21BAEA0	PiecemealZeroPloitSelectBestTransform	CvrprzrnyMrebCybvgFryrpgOrfgGenafsbez	True	OCG knobs (ctor_005)
0x21BAEE0	PiecemealZeroPloitSelectBestScore	CvrprzrnyMrebCybvgFryrpgOrfgFpber	True	OCG knobs (ctor_005)
0x21BAF20	PiecemealZeroPloitSelectBestCand	CvrprzrnyMrebCybvgFryrpgOrfgPnaq	True	OCG knobs (ctor_005)
0x21BAF60	PiecemealZeroPloitScoreScaleSpecBlock	CvrprzrnyMrebCybvgFpberFpnyrFcrpOybpx	True	OCG knobs (ctor_005)
0x21BAFA0	PiecemealZeroPloitScoreScaleExpSpecBlock	CvrprzrnyMrebCybvgFpberFpnyrRkcFcrpOybpx	True	OCG knobs (ctor_005)
0x21BAFE0	PiecemealZeroPloitReportPGODataSizeMismatch	CvrprzrnyMrebCybvgErcbegCTBQngnFvmrZvfzngpu	True	OCG knobs (ctor_005)
0x21BB020	PiecemealZeroPloitReportORIIRHashMismatch	CvrprzrnyMrebCybvgErcbegBEVVEUnfuZvfzngpu	True	OCG knobs (ctor_005)
0x21BB060	PiecemealZeroPloitReportNoTransform	CvrprzrnyMrebCybvgErcbegAbGenafsbez	True	OCG knobs (ctor_005)
0x21BB0A0	PiecemealZeroPloitRegScaleCostIncreaseThreshold	CvrprzrnyMrebCybvgErtFpnyrPbfgVapernfrGuerfubyq	True	OCG knobs (ctor_005)
0x21BB0E0	PiecemealZeroPloitRecordBBWeights	CvrprzrnyMrebCybvgErpbeqOOJrvtugf	True	OCG knobs (ctor_005)
0x21BB120	PiecemealZeroPloitMinLmemDataSize	CvrprzrnyMrebCybvgZvaYzrzQngnFvmr	True	OCG knobs (ctor_005)
0x21BB160	PiecemealZeroPloitMaxNumTransforms	CvrprzrnyMrebCybvgZnkAhzGenafsbezf	True	OCG knobs (ctor_005)
0x21BB1A0	PiecemealZeroPloitMaxLmemInstsExpanded	CvrprzrnyMrebCybvgZnkYzrzVafgfRkcnaqrq	True	OCG knobs (ctor_005)
0x21BB1E0	PiecemealZeroPloitMaxLmemDataSizePerObj	CvrprzrnyMrebCybvgZnkYzrzQngnFvmrCreBow	True	OCG knobs (ctor_005)
0x21BB220	PiecemealZeroPloitMaxLmemDataSize	CvrprzrnyMrebCybvgZnkYzrzQngnFvmr	True	OCG knobs (ctor_005)
0x21BB260	PiecemealZeroPloitKillWeightScaleThreshold	CvrprzrnyMrebCybvgXvyyJrvtugFpnyrGuerfubyq	True	OCG knobs (ctor_005)
0x21BB2A0	PiecemealZeroPloitKillWeightScale	CvrprzrnyMrebCybvgXvyyJrvtugFpnyr	True	OCG knobs (ctor_005)
0x21BB2E0	PiecemealZeroPloitKillWeightCostThreshold	CvrprzrnyMrebCybvgXvyyJrvtugPbfgGuerfubyq	True	OCG knobs (ctor_005)
0x21BB320	PiecemealZeroPloitIgnoreORIIRHashMatch	CvrprzrnyMrebCybvgVtaberBEVVEUnfuZngpu	True	OCG knobs (ctor_005)
0x21BB360	PiecemealZeroPloitCandidateLmemZeroP	CvrprzrnyMrebCybvgPnaqvqngrYzrzMrebC	True	OCG knobs (ctor_005)
0x21BB3A0	PiecemealZeroPloitCandidateLmemWeight	CvrprzrnyMrebCybvgPnaqvqngrYzrzJrvtug	True	OCG knobs (ctor_005)
