table	id	severity_code	severity	message	source
main	449	5	error	Invalid default cache modifier on %s specified: %s	plaintext
main	450	6	fatal	Optimized debugging not supported	plaintext
main	451	2	info	(C%04d) %s	plaintext
main	452	3	warning	(C%04d) %s	plaintext
main	453	5	error	(C%04d) %s	plaintext
main	454	6	fatal	(C%04d) %s	plaintext
main	455	2	info	Compiling entry function '%s' for '%s'	plaintext
main	456	2	info	%s	plaintext
main	457	6	fatal	Ptx assembly aborted due to errors	plaintext
main	458	6	fatal	Unsupported code generation for gpu '%s', forcetext=%d	plaintext
main	459	6	fatal	Unsupported gpu architecture '%s'	plaintext
main	460	6	fatal	Output file '%s' could not be opened	plaintext
main	461	6	fatal	Parsed trace file not in expected format : %s	plaintext
main	462	6	fatal	Input file '%s' not in expected format	plaintext
main	463	6	fatal	Input file '%s' could not be opened	plaintext
main	464	6	fatal	Internal compiler error%s, please report	plaintext
link	0	6	fatal	Dwarf version %d is not supported	plaintext
link	1	6	fatal	Duplicate debug line sequence for a section found	plaintext
link	2	6	fatal	Actual row for context %d is unknown	plaintext
link	3	6	fatal	Debug line table not present for current sequence	plaintext
link	4	6	fatal	LEB128 enoding error while encoding '%s'	plaintext
link	5	6	fatal	Unknown argument %d for option %s	plaintext
link	6	6	fatal	Unknown argument %s for option %s	plaintext
link	7	6	fatal	Knobs file not found	plaintext
link	8	6	fatal	Input file '%s' could not be opened	plaintext
link	9	6	fatal	%s value (%s) out of range	plaintext
link	10	6	fatal	Too many options file opened '%s'	plaintext
link	11	3	warning	option '%s' has been deprecated	plaintext
link	12	6	fatal	Could not open options file '%s'	plaintext
link	13	6	fatal	No value specified for option '%s'	plaintext
link	14	6	fatal	Value '%s' is not defined for option '%s'	plaintext
link	15	6	fatal	Keyword '%s' is not defined for option '%s'	plaintext
link	16	6	fatal	Unknown option '%s'	plaintext
link	17	6	fatal	'%s': expected a number	plaintext
link	18	6	fatal	'%s': expected true or false	plaintext
link	19	6	fatal	redefinition of keyword '%s' 	plaintext
link	20	6	fatal	'%s' is not in 'keyword=value' format	plaintext
link	21	3	warning	incompatible redefinition for option '%s', the last value of this option was used	plaintext
link	22	6	fatal	redefinition of argument '%s'	plaintext
link	23	6	fatal	no argument expected after '%s'	plaintext
link	24	6	fatal	argument expected after '%s'	plaintext
link	25	5	error	Function '%s' uses single CTA(.cta_group::1) and CTA pair granularity(.cta_group::2) and that is not allowed.	plaintext
link	26	5	error	Function '%s' uses reserved shared memory when not allowed.	plaintext
link	27	5	error	For kernel functions with parameter size higher than 4k bytes on sm_7x and sm_8x, all objects must be compiled with 12.1 or later	plaintext
link	28	5	error	Cannot link shared object '%s' with partially linked kernel '%s'	plaintext
link	29	3	warning	Function '%s' and function '%s' have conflicting cache preference, falling back to use cache preference of entry '%s'	plaintext
link	30	3	warning	Function '%s' has address taken but no calls to it found	plaintext
link	31	5	error	Function '%s' uses %d bytes stack but limited to %d	plaintext
link	32	6	fatal	Internal error: %s	plaintext
link	33	6	fatal	Unified symbols found but index file not specified.	plaintext
link	34	5	error	entry function '%s' with max regcount of %d calls function '%s' with regcount of %d	plaintext
link	35	5	error	Undefined reference to '%s' in '%s'	plaintext
link	36	3	warning	Stack size for entry function '%s' cannot be statically determined	plaintext
link	37	6	fatal	More than %d %s used in entry function '%s'	plaintext
link	38	5	error	Entry function '%s' uses too much data for compiler-generated constants; please recompile with -Xptxas --disable-optimizer-constants	plaintext
link	39	5	error	File uses too much global %s data (0x%llx bytes, 0x%x max)	plaintext
link	40	5	error	Entry function '%s' uses too much %s data (0x%llx bytes, 0x%x max)	plaintext
